vi,en,ja
"Thuốc gây tê cục bộ (ví dụ, lidocain 1% không có epinephrine, khoảng 5 mL)","Local anesthetic (eg, 1% lidocaine without epinephrine, about 5 mL)",局所麻酔薬（例，アドレナリン無添加の1％リドカイン，約5mL）
"Kim gây tê nhỏ (ví dụ, cỡ từ 25 đến 27, dài khoảng 1 inch [3 cm])","Small anesthetic needle (eg, 25 to 27 gauge, about 1 inch [3 cm] long)",細い麻酔針（例，25～27G，長さ約3cm）
"Kim gây mê lớn (cỡ 22, dài khoảng 1,5 inch [4 cm])","Large anesthetic needle (22 gauge, about 1.5 inches [4 cm] long)",太い麻酔針（22G，長さ約4cm）
"Kim của dụng cụ đặt ống thông động mạch đùi (ví dụ, cỡ 18, dài khoảng 2 7/8 inch [7 cm])","Femoral artery introducer needle (eg, 18 gauge, about 2 7/8 inches [7 cm] long)",大腿動脈へのイントロデューサー針（例，18G，長さ約7cm）
Ống tiêm 3 và 5 mL (sử dụng ống tiêm có đầu trượt cho kim của dụng cụ đặt ống thông),3- and 5-mL syringes (use slip-tip syringe for the introducer needle),3mLおよび5mLシリンジ（イントロデューサー針にはルアースリップシリンジを使用する）
Dây dẫn hướng (dài 30 cm),Guidewire (30 cm long),ガイドワイヤー（長さ30cm）
Dao mổ (lưỡi số 11),Scalpel (#11 blade),メス（11番の刃）
"Ống thông động mạch đùi (đơn lòng 4 French [hoặc cỡ 18 hoặc 20], dài ≥ 15 cm)","Femoral arterial catheter (4 French [or 18 or 20 gauge] single lumen, ≥ 15 cm long)",大腿動脈カテーテル（4Fr［または18もしくは20G］のシングルルーメン，長さ15cm以上）
"Gạc miếng vô trùng (ví dụ, hình vuông 4 × 4 inch [10 × 10 cm])","Sterile gauze (eg, 4 × 4 inch [10 × 10 cm] squares)",滅菌ガーゼ（例，10cm四方）
Nước muối sinh lý vô trùng để rửa ống áp lực và ống thông động mạch,Sterile saline for flushing pressure tubing and arterial catheter,圧測定用チューブや動脈カテーテルにフラッシュする滅菌生理食塩水
"Chỉ lụa hoặc nylon không tiêu (ví dụ, 3-0 hoặc 4-0)","Nonabsorbable nylon or silk suture (eg, 3-0 or 4-0)",非吸収性のナイロン糸または絹糸（例，3-0または4-0）
"Miếng dán chlorhexidine, băng kín trong suốt","Chlorhexidine patch, transparent occlusive dressing",クロルヘキシジンパッチ，透明の閉鎖性ドレッシング
Đường ống động mạch (ống áp lực không giãn nở),Arterial line tubing (noncompliant pressure tubing),動脈ライン用のチューブ（圧測定用の耐圧チューブ）
Cảm biến và máy theo dõi huyết áp (máy nghiệm dao động),Blood pressure transducer and monitor (oscilloscope),血圧トランスデューサーおよびモニター（オシロスコープ）
2 khóa chặn ba chiều,2 three-way stopcocks,三方活栓2個
"Xả nước muối sinh lý liên tục (túi 0,5 hoặc 1 L nước muối sinh lý thông thường, máy tiêm định lượng và thiết bị xả liên tục [cho phép theo dõi áp lực động mạch đồng thời và nhỏ giọt nước muối sinh lý chậm để giữ cho ống thông mở])","Continuous saline flush (0.5 or 1 L bag of normal saline, metered pump, and continuous flush device [permits simultaneous arterial pressure monitoring and slow saline drip to keep catheter patent])",生理食塩水による持続的フラッシュ（0.5Lまたは1Lの生理食塩水のバッグ，定量ポンプ，および連続流式フラッシュデバイス［動脈圧モニタリングとカテーテルの開存を維持するための生理食塩水の緩徐な点滴を同時に行える装置］）
"Chế độ xem siêu âm trục ngắn (mặt cắt ngang, ngang) rất dễ lấy và là chế độ xem tốt hơn để xác định các tĩnh mạch và động mạch cũng như hướng của chúng với nhau. Việc xác định một đầu kim ở mặt cắt ngang cần phải có một số kỹ năng vì kim xuất hiện dưới dạng một chấm phản xạ (màu trắng) và đầu kim chỉ có thể được phân biệt bằng sự biến mất và xuất hiện lại của chấm đầu kim khi đầu kim đi qua lại trên mặt phẳng hình ảnh. Chế độ xem trục ngắn thường được sử dụng để xác định vị trí chọc mạch máu thích hợp và để dẫn hướng việc đưa kim theo góc nghiêng (ví dụ, ≥ 45°).","The short-axis (cross-sectional, transverse) ultrasound view is easy to obtain and is the better view for identifying veins and arteries and their orientation to each other. Identifying a needle tip in cross section requires some skill because the needle appears as an echogenic (ie, white) dot and the tip can be distinguished only by the dot's disappearance and reappearance as the needle tip traverses back and forth across the imaging plane. The short-axis view typically is used to determine a suitable vascular impalement site and to guide steeply angled (eg, ≥ 45°) needle insertions.",超音波の短軸（垂直断面，横断面）像は撮影が容易であり，静脈および動脈とそれらの位置関係を同定するのに優れている。針はエコー源性（すなわち白色）の点として見え，針の先端が撮像面を前後に横切る際に点が消えたり現れたりすることによってのみ先端を鑑別できるため，断面内で針の先端を同定するにはある程度の熟練が必要である。短軸像は一般的に，血管への適切な穿刺部位を決定し，急峻な角度（例，45°以上）での針の挿入をガイドするために用いられる。
"Chế độ xem siêu âm trục dài (dọc, trong mặt phẳng) về mặt kỹ thuật khó thu được hơn (phải giữ đầu dò, động mạch và kim trên một mặt phẳng), nhưng nó hiển thị kim theo chiều dọc, vì vậy toàn bộ kim – bao gồm cả đầu kim – có thể được hiển thị liên tục khi nó đến gần và đi vào tĩnh mạch; điều này giúp tránh sai lệch vị trí. Chế độ xem trục dài rất hữu ích khi góc đâm kim nông (ví dụ, trong trường hợp đặt ống thông ở nách/dưới xương đòn) và để khẳng định mức thẳng hàng kim theo chiều dọc thích hợp trong quá trình đâm kim theo trục ngắn.","The long-axis (longitudinal, in-plane) ultrasound view is technically more difficult to obtain (must keep probe, artery, and needle in one plane), but it shows the needle longitudinally, so the entire needle—including the tip—can be imaged continuously as it approaches and enters the vessel; this helps avoid aberrant placement. The long-axis view is helpful when the angle of needle insertion is shallow (eg, in axillary/subclavian cannulations) and to affirm proper longitudinal needle alignment during short-axis insertions.",超音波の長軸（縦断面，in-plane）像は技術的に撮影が難しい（プローブ，動脈，および針を1つの面に映さなければならない）が，針の縦断面を描出できるため，（先端を含め）針が血管へ接近し内腔に入るのを連続的に観察でき，誤留置を避けるのに役立つ。長軸像は，針の挿入角度が浅い場合（例，腋窩/鎖骨下へのカテーテル挿入）に有用であり，短軸像での挿入時にも縦方向の針の位置が正しいことを確認するのに役立つ。
"Nếu cần phải cố gắng đặt ống thông mới, hãy sử dụng thiết bị mới (tức là không sử dụng lại kim tiêm, ống thông, hoặc các thiết bị khác vì chúng có thể đã bị tắc bởi mô hoặc máu).","If a new attempt at cannulation is necessary, use new equipment (ie, do not re-use needles, catheters, or other equipment because they may have become blocked with tissue or blood).",新たにカテーテル挿入を試みる必要がある場合は，新しい器具を使用する（すなわち，針，カテーテル，その他の器具に組織または血液が詰まっている可能性があるため，再使用しない）。
"Trong thời gian ngừng tim phổi, hoặc thậm chí huyết áp thấp và thiếu oxy, máu động mạch có thể sẫm màu và không đập và có thể bị nhầm với máu tĩnh mạch.","During cardiopulmonary arrest, or even low blood pressure and hypoxia, arterial blood may be dark and not pulsatile and may be mistaken for venous blood.",心肺停止中，あるいは低血圧や低酸素血症がある状態では，動脈血が暗く非拍動性のことがあり，静脈血と見誤ることがある。
"Động mạch và tĩnh mạch đùi có thể tiếp cận được trong tam giác đùi, được xác định bởi dây chằng bẹn ở trên, ở trong là cơ khép dài và ở ngoài là cơ may.","The femoral artery and vein are accessible within the femoral triangle, which is defined by the inguinal ligament superiorly, the adductor longus muscle medially, and the sartorius muscle laterally.",大腿動脈および大腿静脈には，大腿三角（上は鼠径靱帯，内側は長内転筋，外側は縫工筋によって囲まれた領域）から到達できる。
Dây chằng bẹn được xác định là một đường kẻ giữa khớp mu và gai chậu trước trên.,The inguinal ligament is defined as a line drawn between the symphysis pubis and the anterior superior iliac spine.,鼠径靱帯は，恥骨結合と上前腸骨棘を結ぶ線として同定される。
Hình ảnh động mạch đùi nằm dưới điểm giữa của dây chằng bẹn.,The femoral artery is imaged inferior to the midpoint of the inguinal ligament.,大腿動脈は鼠径靱帯の中点の下方に描出される。
"Hình ảnh tĩnh mạch đùi ở trong tiếp giáp với động mạch. Với khoảng cách ngày càng tăng từ dây chằng bẹn, tĩnh mạch chạy dưới động mạch. Tuy nhiên, các mạch máu này thường xuyên có thay đổi hướng.","The femoral vein is imaged medially adjacent to the artery. With increasing distance from the inguinal ligament, the vein runs under the artery. However, variant orientation of these vessels occurs regularly.",大腿静脈は動脈のすぐ内側に描出される。鼠径靱帯から離れるにつれて，大腿静脈は大腿動脈の下に潜り込む。しかしながら，これらの血管の位置関係には個人差がつきものである。
Dây thần kinh đùi nằm bên ngoài động mạch.,The femoral nerve lies lateral to the artery.,大腿神経は大腿動脈の外側に位置する。
Động mạch đùi to và nằm sâu. Đặt ống thông cần có góc đâm kim dốc (45 °) cũng như kim và ống thông có đường kính lớn hơn và dài hơn và cần phải có kỹ thuật ống thông qua dây dẫn hướng (Seldinger) (so với phương pháp đặt ống thông động mạch quay.,The femoral artery is large and lies deep. Cannulation requires a steep angle of needle insertion (45°) as well as longer and larger diameter needles and catheters and a catheter-over-guidewire (Seldinger) technique (as compared to radial artery cannulation).,大腿動脈は大きく，深い位置にある。カテーテル挿入には，（橈骨動脈へのカテーテル挿入と比較して）より急峻な角度（45°）で針を挿入する必要があるほか，より長く太い径の針とカテーテルによりSeldinger法（カテーテル内にガイドワイヤーを通す方法）を用いる必要がある。
Vị trí chọc kim ở da bị ảnh hưởng bởi cả hình ảnh và kích thước của đầu dò.,The skin insertion site is influenced by both the imaging and the dimensions of the transducer tip.,皮膚への刺入部位は，画像とトランスデューサー先端部のサイズの両方の影響を受ける。
Điểm chọc vào động mạch đùi mong muốn là gần chỗ phân nhánh của nó vào động mạch đùi nông và động mạch đùi sâu và thấp hơn dây chằng bẹn. Chảy máu do chọc đi chọc lại vào mạch máu ở đây có thể được kiểm soát bằng cách ép từ bên ngoài lên các mạch máu vào chỏm xương đùi.,The desired point of femoral arterial impalement is proximal to its bifurcation into the superficial and deep femoral arteries and inferior to the inguinal ligament. Bleeding due to a through-and-through vascular impalement here can be controlled by externally compressing the vessels against the femoral head.,大腿動脈への目標穿刺部位は，浅大腿動脈および深大腿動脈への分岐部より近位で，鼠径靱帯より下方とする。この部位において血管の手前の壁と向こう側の壁を両方とも貫通してしまうこと（through-and-through vascular impalement ）による出血は，血管を外部から大腿骨頭に向けて圧迫することでコントロールできる。
Khoảng sau phúc mạc nằm trên dây chằng bẹn. Chọc đi chọc lại vào mạch máu ở đây gây chảy máu sau phúc mạc và không thể ép từ bên ngoài vào các mạch máu để cầm máu được.,"The retroperitoneal space lies superior to the inguinal ligament. A through-and-through vascular impalement here causes retroperitoneal bleeding, and external compression of the vessels may be impossible.",後腹膜腔は，鼠径靱帯上方に位置する。この部位で血管の手前の壁と向こう側の壁を両方とも貫通してしまう（through-and-through vascular impalement）と後腹膜出血を引き起こし，外部からの圧迫で出血をコントロールするのは不可能である。
Nâng giường lên độ cao thoải mái cho bạn (tức là bạn có thể đứng thẳng trong khi làm thủ thuật).,"Raise the bed to a comfortable height for you (ie, so you may stand straight while doing the procedure).",術者にとって快適な（すなわち，処置の間まっすぐ立っていられる）高さにベッドを挙上する。
Bệnh nhân ở tư thế nằm ngửa.,Place the patient supine.,患者を仰臥位にする。
Giạng và xoay chân ra bên ngoài một cách thoải mái.,Comfortably abduct and externally rotate the leg.,下肢を苦しくない程度に外転および外旋させる。
Rút bỏ màng máu hoặc thu ống thông niệu đạo khỏi vùng bẹn (sử dụng băng dính hoặc người hỗ trợ nếu cần).,Retract a pannus or a urethral catheter away from the inguinal area (using tape or an assistant if needed).,肥満により垂れ下がった軟部組織（pannus）または尿道カテーテルを鼠径部から引き離す（必要であればテープを使うか助手に手伝ってもらう）。
Kiểm tra xem máy siêu âm đã được cấu hình và hoạt động chính xác chưa: Đảm bảo rằng hình ảnh trên màn hình mà bạn đang xem tương quan với hướng không gian của đầu dò khi bạn đang cầm và di chuyển nó. Dấu ở mặt bên trên đầu dò tương ứng với điểm đánh dấu màu xanh mòng két trên màn hình siêu âm. Điều chỉnh cài đặt màn hình và vị trí đầu dò nếu cần để đạt được hướng trái phải chính xác.,Check that the ultrasound machine is configured and functioning correctly: Ensure that the screen image you are seeing correlates to the spatial orientation of the probe as you are holding and moving it. The side mark on the probe tip corresponds to the teal blue marker dot on the ultrasound screen. Adjust the screen settings and probe position if needed to attain an accurate left-right orientation.,超音波装置が正しく設定され機能していることを確認する：プローブを保持したり動かしたりしているときに，画面の画像がプローブの空間的な向きと相関していることを確認する。プローブ先端のサイドマークは，超音波装置の画面上の青緑色の丸い点に対応する。正確な左右の向きを得るために，必要に応じて画面の設定とプローブの位置を調整する。
"Thực hiện kiểm tra siêu âm không vô trùng (tức là sử dụng một đầu dò không được bọc và gel không vô trùng) động mạch đùi dưới dây chằng bẹn khoảng 2,5 cm và xác định xem động mạch này có phù hợp để đặt ống thông không. Sử dụng chế độ xem trục ngắn (mặt cắt ngang). Mạch máu giảm âm (xuất hiện màu đen trên màn hình siêu âm). Các động mạch nói chung nhỏ hơn, có thành dày và tròn (thay vì thành mỏng và hình trứng) và ít dễ bị nén (khi ép nhẹ lên da bên trên) hơn so với các tĩnh mạch bắt cặp của động mạch.","Do a nonsterile ultrasound inspection (ie, using an uncovered probe and nonsterile gel) of the femoral artery about 2.5 cm inferior to the inguinal ligament and determine whether the artery is suitable for cannulation. Use a short-axis (cross-sectional) view. Blood vessels are hypoechoic (appear black on the ultrasound screen). Arteries are generally smaller, thick-walled, and round (rather than thin-walled and ovoid) and are less easily compressed (by gentle pressure on overlying skin) than their paired veins.",鼠径靱帯の約2.5cm下方の大腿動脈に非清潔操作による超音波検査（すなわち，プローブはカバーで覆わず非滅菌のゼリーを使用する）を行い，動脈がカテーテル挿入に適しているかどうかを判断する。短軸（横断面）像を用いる。血管は低エコーである（超音波画面上で黒く見える）。動脈は一般に対になる静脈より小さく，壁が厚く，円形（静脈は壁が薄く卵円形）であり，皮膚の上から軽く圧迫してもつぶれにくい。
"Sử dụng chế độ Doppler màu để xác định mức độ thông của lòng động mạch và chế độ Doppler quang phổ để xác định dòng máu đập trong động mạch. Đặt ống thông động mạch đùi tại vị trí có hình ảnh trục ngắn tối ưu (nghĩa là, mặt cắt ngang có đường kính lớn của động mạch, không có tĩnh mạch bên trên).","Use color Doppler mode to identify a patent lumen and spectral Doppler mode to identify pulsatile blood flow in the artery. Cannulate the femoral artery at a site of optimal short-axis imaging (ie, large-diameter cross section of the artery, with no overlying vein).",カラードプラモードを用いて内腔が開通していることを同定し，スペクトルドプラモードを用いて動脈内の拍動性血流を同定する。短軸像で最適な部位（すなわち，動脈の断面積が大きく，上に静脈がない部位）で大腿動脈にカテーテルを挿入する。
Lông thừa có thể được kẹp lại nhưng không được cạo khỏi vị trí đó. Cạo lông làm tăng nguy cơ nhiễm trùng.,Excess hair may be clipped but not shaved from the site. Shaving increases the risk of infection.,過剰な毛は切り取ってもよいが，剃毛はしない。剃毛は感染のリスクを高める。
Đặt dụng cụ vô trùng trên các khay dụng cụ tiệt trùng được đậy kín.,Place sterile equipment on sterilely covered equipment trays.,滅菌された器具を滅菌カバーをかけたトレイに置く。
Mặc quần áo vô trùng và sử dụng hàng rào bảo vệ.,Dress in sterile garb and use barrier protection.,滅菌された術着を着用し，バリアによる防護を行う。
Rút thuốc gây tê cục bộ vào một ống tiêm.,Draw the local anesthetic into a syringe.,局所麻酔薬をシリンジに吸引する。
Lắp kim của dụng cụ đặt ống thông động mạch đùi vào một ống tiêm 5 mL có từ 1 đến 2 mL nước muối sinh lý vô trùng trong đó.,Attach the femoral artery introducer needle to a 5-mL syringe with 1 to 2 mL of sterile saline in it.,滅菌生理食塩水1～2mLを入れた5mLシリンジに大腿動脈用のイントロデューサー針を装着する。
Hút nước muối sinh lý vô trùng vào một ống tiêm 3 hoặc 5 mL sẽ dùng để rửa.,Draw sterile saline into a 3- or 5-mL syringe to be used for flushes.,3mLまたは5mLシリンジにフラッシュ用の滅菌生理食塩水を吸引する。
Lắp ống cảm biến vào cảm biến huyết áp và rửa ống đó bằng nước muối sinh lý thông thường vô trùng.,Attach the transducer tubing to the blood pressure transducer and flush the tubing with sterile normal saline.,トランスデューサーのチューブを血圧トランスデューサーに接続し，チューブを滅菌生理食塩水でフラッシュする。
"Dùng dung dịch sát trùng quét một vùng da rộng, từ gai chậu trước trên đến đường giữa và kéo dài xuống dưới dây chằng bẹn 15 cm.","Swab a broad area of skin with antiseptic solution, from the anterior superior iliac spine to the midline and extending down 15 cm below the inguinal ligament.",上前腸骨棘から正中線まで，鼠径靱帯の下15cmに及ぶ広範囲の皮膚を消毒液で消毒する。
Để dung dịch sát khuẩn khô trong ít nhất 1 phút.,Allow the antiseptic solution to dry for at least 1 minute.,少なくとも1分間置いて消毒液を乾燥させる。
Đặt khăn lau vô trùng xung quanh vị trí chọc kim.,Place sterile towels around the site.,滅菌タオルを穿刺部位の周囲に置く。
"Đặt các săng mổ vô trùng lớn (ví dụ, săng mổ che toàn thân) để thiết lập một trường vô trùng lớn.","Place large sterile drapes (eg, a full-body drape) to establish a large sterile field.",大きな滅菌ドレープ（例，全身用ドレープ）を敷いて，広い清潔野を確保する。
"Chỉ đạo người trợ lý của bạn (không vô trùng) phủ đầu dò bằng gel siêu âm không vô trùng và sau đó cầm đầu dò, hướng đầu của đầu dò lên trên, ngay bên ngoài trường vô trùng.","Direct your assistant (nonsterile) to coat the probe tip with nonsterile ultrasound gel and then hold the probe, with the tip pointing up, just outside the sterile field.",助手（非清潔）に指示してプローブの先端に非滅菌の超音波検査用ゼリーを塗布させ，清潔野のすぐ外側でプローブを先端を上にした状態で保持させる。
Luồn tay thuận có đeo găng tay của bạn vào vỏ bọc đầu dò vô trùng.,Insert your gloved dominant hand into the sterile probe cover.,手袋をはめた利き手を滅菌のプローブカバーに挿入する。
Dùng tay thuận của bạn nắm chặt đầu của đầu dò (bây giờ đã được che bởi vỏ bọc đầu dò).,Grasp the tip of the probe with your dominant hand (now covered by the probe cover).,プローブの先端を（プローブカバーをはめた）利き手でつかむ。
Sử dụng bàn tay không thuận đã đeo găng của bạn để dàn vỏ bọc vô trùng trên đầu dò và vuốt nó xuống hết theo dây. Không chạm vào dây không được bọc kín cũng không để dây chạm vào trường vô trùng khi bạn dàn vỏ bọc.,Use your gloved nondominant hand to unroll the sterile cover over the probe and completely down the cord. Do not touch the uncovered cord nor allow it to touch the sterile field as you unroll the cover.,手袋をはめた利き手ではない方の手を使って，プローブとプローブコードを完全に覆うように滅菌カバーを装着する。カバーを装着する際，むき出しのコードに触れたり，むき出しのコードを清潔野に接触させたりしないこと。
Kéo chặt vỏ bọc đó trên đầu của đầu dò để loại bỏ tất cả bọt khí.,Pull the cover tightly over the probe tip to eliminate all air bubbles.,カバーがプローブの先端に密着するようしっかり引き，気泡を完全に除去する。
Quấn dây cao su vô trùng xung quanh đầu dò để cố định vỏ bọc ở nguyên vị trí.,Wrap sterile rubber bands around the probe to secure the cover in place.,滅菌のゴムバンドをプローブの周囲に巻き，カバーを固定する。
Bây giờ đầu dò được bọc kín có thể để trên săng mổ vô trùng.,The covered probe may now rest on the sterile drapes.,この時点以降は，カバーで覆われたプローブを滅菌ドレープ上に置いてもよい。
"Lấy hình ảnh mặt cắt ngang tối ưu của động mạch đùi dưới dây chằng bẹn khoảng 2,5 cm.",Attain an optimal cross-sectional image of the femoral artery about 2.5 cm inferior to the inguinal ligament.,鼠径靱帯から約2.5cm下方で大腿動脈の最適な横断面を取得する。
"Trượt đầu dò theo chiều ngang nếu cần để đặt hình ảnh động mạch ở trung tâm của màn hình siêu âm. Khi động mạch nằm ở giữa trên màn hình siêu âm, điểm giữa của đầu dò sẽ trở thành điểm đánh dấu bề mặt chỉ định trung tâm lòng động mạch bên dưới.","Slide the probe transversely as needed to place the imaged artery at the center of the ultrasound screen. When the artery is centered on the ultrasound screen, the midpoint of the probe becomes a surface marker designating the luminal center of the underlying artery.",必要に応じて血管を横切る向きにプローブをスライドさせ，描出された動脈が超音波の画面中央に来るようにする。動脈が超音波の画面中央に配置されると，プローブの中点が下にある動脈内腔の中心を示す表層の目印となる。
Giữ đầu dò ở vị trí này.,Keep the probe in this spot.,プローブをこの位置に維持する。
"Trên màn hình siêu âm, đo độ sâu đến trung tâm của động mạch. Khi sử dụng dẫn hướng siêu âm trục ngắn, chọc kim thủ thuật (gây tê cục bộ và kim của dụng cụ đặt ống thông) vào da tại điểm ở đầu xa và vuông góc với điểm giữa của đầu dò bằng khoảng cách của độ sâu động mạch. Sau đó, ban đầu đẩy kim vào da theo một góc 45° hướng về điểm giữa của đầu dò. Liên tục giữ áp lực âm nhẹ trên pít-tông khi bạn đẩy kim.","On the ultrasound screen, measure the depth to the center of the artery. When using short-axis ultrasound guidance, insert procedural needles (local anesthetic and introducer needles) into the skin at a point distal and perpendicular to the midpoint of the probe by the same distance as the arterial depth. Then, initially advance the needle into the skin at a 45° angle directed toward the midpoint of the probe. Keep gentle negative pressure on the syringe plunger as you advance.",超音波画面上で動脈の中心までの深さを測定する。短軸像による超音波ガイドを使用する場合は，処置に使う針（局所麻酔針およびイントロデューサー針）を，プローブの中点から動脈の深さと同じ距離だけ遠位かつ垂直に離れた部位の皮膚に挿入する。次に，まずプローブの中点に向けて45°の角度で針を皮膚内に進める。針を進めるときは，シリンジのプランジャーを軽く陰圧に保っておく。
"Tiêm một nốt sẩn thuốc tê tại điểm chọc kim, sau đó tiêm thuốc tê vào da và các mô mềm dọc theo đường 45° dẫn đến động mạch.",Place a wheal of anesthetic at the needle entry point and then inject anesthetic into the skin and soft tissues along the 45° path leading toward the artery.,針の刺入部位に麻酔薬で膨疹を作り，動脈に向かう45°の経路に沿って皮膚および軟部組織に麻酔薬を注射する。
Hơi nghiêng đầu dò về phía trước và phía sau khi bạn đẩy kim gây tê để liên tục xác định đầu kim và giữ cho nó cách xa động mạch và tĩnh mạch một cách an toàn.,Slightly tilt the probe fore and aft as you advance the anesthetic needle to continually identify the needle tip and keep it safely distant from the artery and vein.,麻酔針を進める際はプローブを前後に軽く傾けて絶えず針の先端を同定できるようにし，針が動脈および静脈から安全な距離を保っていることを確認する。
Tiếp tục sử dụng hướng dẫn siêu âm trục ngắn (như đã mô tả ở trên để tiêm thuốc gây tê cục bộ).,Continue to use short-axis ultrasound guidance (as described above for the local anesthetic injection).,短軸像による超音波ガイドを継続する（局所麻酔薬の注射の項で述べた通り）。
Chọc kim của dụng cụ đặt ống thông (với phần vát kim hướng lên trên).,Insert the introducer needle (with needle bevel facing up).,（針先のベベル型の刃面を上に向けた状態で）イントロデューサー針を挿入する。
"Duy trì hình ảnh siêu âm của đầu kim khi bạn đẩy kim bằng cách liên tục nghiêng đầu dò về phía trước và phía sau một chút (đầu kim xuất hiện và biến mất khi mặt phẳng siêu âm quét qua lại trên nó). Nếu đầu kim đi lạc khỏi động mạch, hãy điều chỉnh hướng ngoài của kim để giữ cho đầu kim ở trên tâm của động mạch. Nếu đầu kim tiếp cận động mạch quá chậm, hãy rút kim ra một chút, tăng góc độ đâm kim và đẩy lại kim.","Maintain ultrasound visualization of the needle tip as you advance by continually tilting the probe slightly fore and aft (the needle tip appears and disappears as the ultrasound plane sweeps back and forth over it). If the needle tip strays from the artery, adjust the lateral direction of the needle to keep the needle tip above the center of the artery. If the needle tip is approaching the artery too slowly, withdraw the needle a bit, increase the angle of insertion, and readvance.",針を前進させるときは，プローブを前後に絶えず軽く傾けるようにして，針の先端を超音波で常に観察できるようにする（超音波プローブの撮影面が針の先端を前後に横切る際，針の先端が現れたり消えたりする）。 針の先端が動脈から逸れている場合，針の横方向の位置を調整して，先端が動脈の中心の上に来るようにする。針の先端がなかなか動脈に達しない場合，針を少し引き抜いて挿入角度を高め，再度進める。
"Khi đầu kim tiếp cận động mạch, hãy điều chỉnh tốc độ và góc đâm kim của bạn để kim đi vào có kiểm soát nhiều nhất có thể. Thành bề ngoài của động mạch sẽ thụt vào khi đầu kim chạm vào nó. Sau đó, kim chọc tiếng pốp qua thành đó để đi vào lòng động mạch, kèm theo một tia máu đỏ tươi (nếu được thở oxy bình thường) trong nòng của ống tiêm.","As the needle tip approaches the artery, temper your speed and angle of insertion so the needle will enter with as much control as possible. The superficial wall of the artery will indent when the needle tip encounters it. The needle then pops through the wall to enter the lumen, accompanied by a flash of bright red (if normally oxygenated) blood in the barrel of the syringe.",針の先端が動脈に近づくにつれて，挿入の速度と角度を調整し，できるだけコントロールされた状態で針を内腔に入れられるようにする。針の先端が動脈の表面に触れると凹みができる。その後，針が壁を貫通して内腔に入り，同時にシリンジの外筒内に鮮紅色の血液（正常であれば酸素化されている血液）が戻る。
"Giữ ống tiêm bất động tại vị trí này và luôn hiển thị đầu kim. Tình trạng di lệch là phổ biến, và thậm chí một cử động nhẹ cũng có thể làm di lệch đầu kim ra khỏi động mạch.","Hold the syringe motionless in this spot and visualize the tip of the needle at all times. Displacement is common, and even a slight movement may displace the needle tip from the artery.",この位置でシリンジを静止させ，常に針の先端が描出されるようにする。針の位置がずれることがよくあり，わずかに動いただけでも針の先端が動脈から出てしまうことがある。
Lấy ống tiêm ra khỏi kim bằng tay thuận của bạn. Ghi nhận dòng máu đỏ tươi đang đập.,Remove the syringe from the needle using your dominant hand. Note the flow of pulsatile bright red blood.,利き手でシリンジを針から外す。逆血が拍動性で鮮紅色であることを確認する。
"Sau đó, ngay lập tức đặt ngón tay cái của bạn qua đốc kim để ngăn dòng máu (có thể chảy nhiều do ống thông động mạch) và ngăn không khí xâm nhập vào hệ thống động mạch.",Then immediately put your thumb over the hub of the needle to stop the blood flow (which can be profuse from an arterial cannulation) and to prevent air from entering the arterial system.,続いて，直ちに母指を針のハブに当てて血流（動脈へカテーテルを穿刺したことで大量の逆血がみられる可能性がある）を止めるとともに，動脈系への空気の流入を防ぐ。
Tiếp tục giữ bất động kim của dụng cụ đặt ống thông.,Continue to hold the introducer needle motionless.,イントロデューサー針が動かないように保持し続ける。
Chọc đầu cong chữ J của dây dẫn hướng vào kim của dụng cụ đặt ống thông với đường cong chữ J hướng lên trên. Bạn có thể sử dụng dẫn hướng siêu âm (trục ngắn hoặc trục dài) để xác minh dây dẫn hướng đã vào động mạch.,Insert the J-curved end of the guidewire into the introducer needle with the J curve facing up. You may use ultrasound guidance (either short- or long-axis) to verify the guidewire entering the artery.,ガイドワイヤーのJ字型の先端を上に向けてイントロデューサー針に挿入する。超音波ガイド（短軸像でも長軸像でも可）を用いてガイドワイヤーが動脈に入っていることを確認してもよい。
"Đẩy dây dẫn hướng qua kim của dụng cụ đặt ống thông và động mạch. Không ép dây dẫn hướng; nó sẽ trượt trơn tru. Dưới dẫn hướng siêu âm trục dài, bạn có thể cẩn thận làm phẳng góc đâm kim trong khi vẫn giữ đầu kim trong động mạch, tạo điều kiện cho dây dẫn hướng đi qua. Đẩy dây dẫn hướng cho đến khi dây nằm trong mạch máu khoảng 8 đến 10 cm.","Advance the guidewire through the introducer needle and artery. Do not force the wire; it should slide smoothly. Under long-axis ultrasound guidance, you may carefully flatten the needle insertion angle while keeping the needle tip within the artery, which facilitates passage of the wire. Advance the wire until at least about 8 to 10 cm is within the vessel.",ガイドワイヤーをイントロデューサー針の中に通して動脈内に進める。ワイヤーを無理に通そうとしないこと；ワイヤーは滑らかにスライドするはずである。長軸像による超音波ガイド下で，針先を動脈内に保ちながら針の挿入角度を慎重に寝かせてもよい（これによりワイヤーの通過が容易になる）。ワイヤーを少なくとも約8～10cm血管内に入るまで進める。
"Đầu tiên, cầm chắc dây dẫn hướng ở đầu xa kim khi bạn rút kim ra khỏi da.","First, securely hold the guidewire distal to the needle as you pull the needle from the skin.",まず，ガイドワイヤーを針の遠位側でしっかりと保持しながら，針を皮膚から引き抜く。
