vi,en,ja
"Các lần thử đặt ống thông đôi khi không thành công. Không vượt quá 2 hoặc 3 lần thử (điều này làm tăng nguy cơ bị các biến chứng) và sử dụng thiết bị mới sau mỗi lần thử (tức là không sử dụng lại kim, ống thông hoặc các thiết bị khác vì chúng có thể đã bị tắc bởi mô hoặc máu).","Cannulation attempts sometimes fail. Do not exceed 2 or 3 attempts (which increases the risk of complications), and use new equipment with each attempt (ie, do not re-use needles, catheters, or other equipment because they may have become blocked with tissue or blood).",カテーテル挿入の試みはときに失敗する。試行回数は2回または3回を超えないようにし（さもないと合併症のリスクを高める），再試行の度に新しい器具を使用する（すなわち，針，カテーテル，その他の器具に組織または血液が詰まっている可能性があるため，再使用しない）。
"Trong thời gian ngừng tim phổi, hoặc thậm chí huyết áp thấp và thiếu oxy, máu động mạch có thể sẫm màu và không đập và có thể bị nhầm với máu tĩnh mạch.","During cardiopulmonary arrest, or even low blood pressure and hypoxia, arterial blood may be dark and not pulsatile and may be mistaken for venous blood.",心肺停止中，あるいは低血圧や低酸素血症がある状態では，動脈血が暗く非拍動性のことがあり，静脈血と見誤ることがある。
"Nếu động mạch dưới đòn bị đặt nhầm ống thông do ống nong mô hoặc do CVC, hãy để ống nong hoặc ống thông tại chỗ và xin tư vấn phẫu thuật để có thể phẫu thuật cắt bỏ.","If the subclavian artery is errantly cannulated by either the tissue dilator or the CVC, leave the dilator or catheter in place and obtain surgical consultation for possible surgical removal.",ダイレーターまたはCVCのいずれかが誤って鎖骨下動脈に挿入された場合は，ダイレーターまたはカテーテルはそのままにしておき，外科的除去の必要性について外科医のコンサルテーションを受ける。
Tĩnh mạch dưới đòn là phần tiếp nối đầu gần của tĩnh mạch nách và kéo dài vào trong từ mép ngoài của xương sườn thứ nhất đến tĩnh mạch cánh tay đầu (vô danh).,The subclavian vein is the proximal continuation of the axillary vein and extends medially from the lateral edge of the first rib to the brachiocephalic (innominate) vein.,鎖骨下静脈は腋窩静脈の近位に続く静脈であり，第1肋骨の外側縁から腕頭（無名）静脈まで内側に伸びている。
"Vì sóng siêu âm không xuyên qua xương, nên hình ảnh tĩnh mạch nách (tĩnh mạch dưới đòn đầu xa) dưới xương đòn đầu ngoài (đối với phương pháp tiếp cận dưới xương đòn).","Because ultrasound waves do not penetrate bone, the axillary vein (distal subclavian vein) is imaged inferior to the lateral clavicle (for the infraclavicular approach).",超音波は骨を通過しないため，腋窩静脈（鎖骨下静脈の遠位にある）を鎖骨外側の下方で描出する（鎖骨下アプローチの場合）。
"Tĩnh mạch nách kéo dài ra ngoài từ xương sườn đầu tiên đến cơ tròn to, nơi nó trở thành tĩnh mạch cánh tay. Sự thay đổi giải phẫu bình thường theo hướng của tĩnh mạch và động mạch nách là rất lớn, vì vậy dẫn hướng siêu âm có giá trị đặc biệt (và được khuyến cáo là bắt buộc) ở vùng này.","The axillary vein extends laterally from the first rib to the teres major muscle, where it becomes the brachial vein. Normal anatomic variation in the orientation of the axillary vein and artery is great, so ultrasound guidance is of particular value (and is recommended as mandatory) in this region.",腋窩静脈は第1肋骨から大円筋まで外側に伸びており，そこで上腕静脈に名前が変わる。腋窩静脈および動脈の正常な向きは解剖学的に個人差が大きいため，この領域では超音波ガイドが特に有用である（必須の手技として推奨される）。
"Các mạch ở nách được xác định tốt nhất bằng cách sử dụng chế độ xem trục ngắn (mặt cắt ngang) ở khu vực dưới đầu xa xương đòn, nơi các mạch ở nông nhất và có đường kính lớn nhất.","The axillary vessels are best identified by using a short-axis (cross-section) view in the area inferior to the distal clavicle, where the vessels are most superficial and have their largest diameter.",腋窩の血管は，血管が最も浅い位置にあり直径が最大となる鎖骨遠位部下方で短軸（断面）像を用いると最も同定しやすい。
Chế độ xem trục dài (theo chiều dọc) và góc đâm kim nông rất hữu ích cho việc đặt ống thông tĩnh mạch nách để tránh làm thủng màng phổi.,A long-axis (longitudinal) view and shallow angle of needle insertion are useful for the axillary vein cannulation to avoid impaling the pleura.,腋窩静脈にカテーテルを挿入する際は，胸膜の穿刺を避けるため，長軸（縦断面）像を用いた浅い角度での針挿入が有用である。
"Vị trí chọc ở da bị ảnh hưởng bởi cả hình ảnh và kích thước của đầu dò (ví dụ, vị trí chọc ở da để dẫn hướng bằng siêu âm trục dài có thể cách vị trí dẫn hướng siêu âm trục ngắn vài xăng-ti-mét).","The skin insertion site is influenced by both the imaging and the dimensions of the transducer tip (ie, the skin insertion site for long-axis ultrasound guidance may be several centimeters distal to that for short-axis ultrasound guidance).",皮膚への刺入部位は，画像およびトランスデューサーの先端部のサイズの両方の影響を受ける（すなわち，長軸像による超音波ガイド下の皮膚刺入部位は，短軸像による超音波ガイド下の皮膚刺入部位の数cm遠位となる場合がある）。
"Đặt ống thông dưới đòn bên phải, so với bên trái, đôi khi được ưu tiên hơn vì nó tránh được ống ngực và vì đỉnh màng phổi bên phải thấp hơn bên trái. Đặt ống thông bên trái đôi khi được ưu tiên hơn vì nó tạo ra một con đường trực tiếp, ít góc cạnh hơn vào tĩnh mạch chủ trên, ít có khả năng đặt ống thông sai hướng tĩnh mạch cảnh trong.","Right subclavian cannulation, versus left, is sometimes preferred because it avoids the thoracic duct and because the right pleural apex is lower than the left. Left cannulation is sometimes preferred because it affords a direct, less angular path into the superior vena cava, with less chance of misdirected catheterization of the internal jugular vein.",右鎖骨下へのカテーテル挿入は，胸管を避けられ，右肺尖部の胸膜は左より低いという理由で，左鎖骨下へのカテーテル挿入より好まれることがある。左側へのカテーテル挿入は，上大静脈へ直接，より緩やかな角度で挿入でき，内頸静脈への誤挿入の可能性が低いという理由で，好まれることがある。
Nâng giường lên độ cao thoải mái cho bạn (tức là bạn có thể đứng thẳng trong khi làm thủ thuật).,"Raise the bed to a comfortable height for you (ie, so you may stand straight while doing the procedure).",術者にとって快適な（すなわち，処置の間まっすぐ立っていられる）高さにベッドを挙上する。
Bệnh nhân ở tư thế nằm ngửa hoặc ở tư thế Trendelenburg (giường nghiêng với đầu hạ xuống từ 10 đến 20°) để làm giãn tĩnh mạch nách và ngăn ngừa thuyên tắc khí.,Place the patient supine or in Trendelenburg position (bed tilted with the head down 10 to 20°) to distend the axillary vein and prevent air embolism.,腋窩静脈を拡張させ，空気塞栓を予防するため，患者を仰臥位またはトレンデレンブルグ体位（頭部が下になるようベッドを10～20°傾斜させる）にする。
Cánh tay có thể đặt thoải mái ở bên cạnh bệnh nhân và giữ đầu ở trạng thái trung tính.,"The arm may comfortably rest at the patient's side, and the head is kept neutral.",患者の腕は楽な形で体の横に置き，頭は中立位に保つ。
Đứng ở bên cạnh giường.,Stand at the side of the bed.,ベッドサイドに立つ。
Kiểm tra xem máy siêu âm đã được cấu hình và hoạt động chính xác chưa: Đảm bảo rằng hình ảnh trên màn hình mà bạn đang xem tương quan với hướng không gian của đầu dò khi bạn đang cầm và di chuyển nó. Dấu ở mặt bên trên đầu dò tương ứng với điểm đánh dấu màu xanh mòng két trên màn hình siêu âm. Điều chỉnh cài đặt màn hình và vị trí đầu dò nếu cần để đạt được hướng trái phải chính xác.,Check that the ultrasound machine is configured and functioning correctly: Ensure that the screen image you are seeing correlates to the spatial orientation of the probe as you are holding and moving it. The side mark on the probe tip corresponds to the teal blue marker dot on the ultrasound screen. Adjust the screen settings and probe position if needed to attain an accurate left-right orientation.,超音波装置が正しく設定され機能していることを確認する：プローブを保持したり動かしたりしているときに，画面の画像がプローブの空間的な向きと相関していることを確認する。プローブ先端のサイドマークは，超音波装置の画面上の青緑色の丸い点に対応する。正確な左右の向きを得るために，必要に応じて画面の設定とプローブの位置を調整する。
"Thực hiện kiểm tra siêu âm không vô trùng (tức là sử dụng một đầu dò không được bọc và gel không vô trùng) và xác định xem tĩnh mạch này có phù hợp để đặt ống thông không. Sử dụng chế độ xem trục ngắn (mặt cắt ngang). Kiểm tra vùng dưới đầu xa xương đòn. Mạch máu giảm âm (xuất hiện màu đen trên màn hình siêu âm). Các tĩnh mạch thường lớn hơn, có thành mỏng và hình trứng (thay vì có thành dày và tròn) và dễ bị ép (khi ép nhẹ lên da bên trên) hơn so với các động mạch ghép cặp của tĩnh mạch. Kích thước của tĩnh mạch nách thay đổi theo hô hấp và tăng lên theo vị trí Trendelenburg và nghiệm pháp Valsalva.  Huyết khối tĩnh mạch có thể xuất hiện dưới dạng phản âm (màu xám không đều) trong lòng tĩnh mạch nhưng thường được chẩn đoán vì tĩnh mạch có huyết khối sẽ không thể ép được. Huyết khối khiến tĩnh mạch không được coi là vị trí đặt ống thông máu thích hợp. Đặt ống thông tính mạch trung tâm tại vị trí có hình ảnh trục ngắn tối ưu (nghĩa là, mặt cắt ngang có đường kính lớn của tĩnh mạch, không có động mạch bên trên).","Do a nonsterile ultrasound inspection (ie, using an uncovered probe and nonsterile gel) and determine whether the vein is suitable for cannulation. Use a short-axis (cross-sectional) view. Examine the area inferior to the distal clavicle. Blood vessels are hypoechoic (appear black on the ultrasound screen). Veins are generally larger, thin-walled, and ovoid (rather than thick-walled and round) and are more easily compressed (by gentle pressure on overlying skin) than their paired arteries. The size of the axillary vein varies with respiration and is increased by the Trendelenburg position and the Valsalva maneuver.  Venous thrombosis may appear as an echogenicity (gray irregularity) in the lumen but often is diagnosed because the thrombosed vein is incompressible. Thrombosis disqualifies the vein as a suitable cannulation site. Cannulate a central vein at a site of optimal short-axis imaging (ie, large-diameter cross section of the vein, with no overlying artery).",非清潔操作による超音波検査（すなわち，プローブはカバーで覆わず非滅菌のゼリーを使用する）を行い，静脈がカテーテル挿入に適しているかどうかを判断する。短軸（横断面）像を用いる。鎖骨遠位部の下方を調べる。血管は低エコーである（超音波画面上で黒く見える）。静脈は一般に対になる動脈よりも大きく，壁が薄く，卵円形であり（動脈は壁が厚く円形），皮膚の上から軽く圧迫することでつぶれやすい。腋窩静脈の大きさは呼吸により変化し，トレンデレンブルグ体位およびバルサルバ手技により増大する。 静脈内血栓は，内腔のエコー源性（灰色の不整な形）を呈することがあるが，多くの場合，血栓のある静脈は圧迫できないことによって診断される。血栓のある静脈は，カテーテル挿入部位として不適格である。 短軸像で最適な部位（すなわち，静脈の断面積が大きく，上に動脈がない部位）で静脈にカテーテルを挿入する。
Lắp máy theo dõi tim cho bệnh nhân và bật nó lên.,Attach the cardiac monitor to the patient and turn it on.,心電図モニターを装着して電源を入れる。
Đặt dụng cụ vô trùng trên các khay dụng cụ tiệt trùng được đậy kín.,Place sterile equipment on sterilely covered equipment trays.,滅菌された器具を滅菌カバーをかけたトレイに置く。
Mặc quần áo vô trùng và sử dụng hàng rào bảo vệ.,Dress in sterile garb and use barrier protection.,滅菌された術着を着用し，バリアによる防護を行う。
Rút thuốc gây tê cục bộ vào một ống tiêm.,Draw the local anesthetic into a syringe.,局所麻酔薬をシリンジに吸引する。
Lắp kim dụng cụ đặt ống thông vào một ống tiêm 5 mL có từ 1 đến 2 mL nước muối sinh lý vô trùng trong đó. Căn chỉnh góc xiên của kim với các vạch thể tích trên ống tiêm.,Attach the introducer needle to a 5-mL syringe with 1 to 2 mL of sterile saline in it. Align the bevel of the needle with the volume markings on the syringe.,滅菌生理食塩水1～2mLを入れた5mLシリンジにイントロデューサー針を装着する。針先のベベル型の刃面をシリンジの容量目盛りと同じ向きに合わせる。
Xả sạch trước tất cả các đường truyền của CVC bằng 3 đến 5 mL nước muối sinh lý vô trùng và sau đó đậy các cổng bằng nắp hoặc ống tiêm.,Pre-flush all lines of the CVC with 3 to 5 mL of sterile saline and then close the ports with caps or syringes.,CVCの全てのラインを滅菌生理食塩水3～5mLであらかじめフラッシュした後，キャップまたはシリンジでハブを閉鎖する。
"Bôi gạc dung dịch sát trùng lên một vùng da rộng, bao gồm toàn bộ xương đòn và vùng vai. Cũng bao gồm phần bên của cổ và trước ngực xuống dưới đến núm vú cùng bên để bạn có thể ngay lập tức chuyển sang đặt ống thông tĩnh mạch cảnh nếu đặt ống thông tĩnh mạch nách/dưới đòn không thành công.","Swab a broad area of skin with antiseptic solution, encompassing the entire clavicular and shoulder area. Also include the side of the neck and anterior chest to below the ipsilateral nipple so you can immediately switch to internal jugular cannulation should the axillary/subclavian vein cannulation fail.",鎖骨および肩全体を含む広範囲の皮膚を消毒液で消毒する。また，腋窩または鎖骨下静脈へのカテーテル挿入が失敗した場合に直ちに内頸静脈へのカテーテル挿入に切り替えることができるように，頸部側面および前胸部から同側の乳頭の下までをも消毒範囲に含める。
Để dung dịch sát khuẩn khô trong ít nhất 1 phút.,Allow the antiseptic solution to dry for at least 1 minute.,少なくとも1分間置いて消毒液を乾燥させる。
Đặt khăn lau vô trùng xung quanh vị trí chọc kim.,Place sterile towels around the site.,滅菌タオルを穿刺部位の周囲に置く。
"Đặt các săng mổ vô trùng lớn (ví dụ, săng mổ che toàn thân) để thiết lập một trường vô trùng lớn.","Place large sterile drapes (eg, a full-body drape) to establish a large sterile field.",大きな滅菌ドレープ（例，全身用ドレープ）を敷いて，広い清潔野を確保する。
"Chỉ đạo người trợ lý của bạn (không vô trùng) phủ đầu dò bằng gel siêu âm không vô trùng và sau đó cầm đầu dò, hướng đầu của đầu dò lên trên, ngay bên ngoài trường vô trùng.","Direct your assistant (nonsterile) to coat the probe tip with nonsterile ultrasound gel and then hold the probe, with the tip pointing up, just outside the sterile field.",助手（非清潔）に指示してプローブの先端に非滅菌の超音波検査用ゼリーを塗布させ，清潔野のすぐ外側でプローブを先端を上にした状態で保持させる。
Luồn tay thuận có đeo găng tay của bạn vào vỏ bọc đầu dò vô trùng.,Insert your gloved dominant hand into the sterile probe cover.,手袋をはめた利き手を滅菌のプローブカバーに挿入する。
Dùng tay thuận của bạn nắm chặt đầu của đầu dò (bây giờ đã được che bởi vỏ bọc đầu dò).,Grasp the tip of the probe with your dominant hand (now covered by the probe cover).,プローブの先端を（プローブカバーをはめた）利き手でつかむ。
Sử dụng bàn tay không thuận đã đeo găng của bạn để dàn vỏ bọc vô trùng trên đầu dò và vuốt nó xuống hết theo dây. Không chạm vào dây không được bọc kín cũng không để dây chạm vào trường vô trùng khi bạn dàn vỏ bọc.,Use your gloved nondominant hand to unroll the sterile cover over the probe and completely down the cord. Do not touch the uncovered cord nor allow it to touch the sterile field as you unroll the cover.,手袋をはめた利き手ではない方の手を使って，プローブとプローブコードを完全に覆うように滅菌カバーを装着する。カバーを装着する際，むき出しのコードに触れたり，むき出しのコードを清潔野に接触させたりしないこと。
Kéo chặt vỏ bọc đó trên đầu của đầu dò để loại bỏ tất cả bọt khí.,Pull the cover tightly over the probe tip to eliminate all air bubbles.,カバーがプローブの先端に密着するようしっかり引き，気泡を完全に除去する。
Quấn dây cao su vô trùng xung quanh đầu dò để cố định vỏ bọc ở nguyên vị trí.,Wrap sterile rubber bands around the probe to secure the cover in place.,滅菌のゴムバンドをプローブの周囲に巻き，カバーを固定する。
Bây giờ đầu dò được bọc kín có thể để trên săng mổ vô trùng.,The covered probe may now rest on the sterile drapes.,この時点以降は，カバーで覆われたプローブを滅菌ドレープ上に置いてもよい。
"Đầu tiên, sử dụng dẫn hướng siêu âm trục ngắn để lấy hình ảnh mặt cắt ngang tối ưu của tĩnh mạch nách dưới đầu xa xương đòn. Dùng đầu dò ấn nhẹ để tránh làm sai lệch kích thước hình ảnh và hình dạng của tĩnh mạch.","First, use short-axis ultrasound guidance to attain an optimal cross-sectional image of the axillary vein inferior to the distal clavicle. Press lightly with the probe tip to avoid distorting the image size and shape of the vein.",まず，短軸像による超音波ガイドを用いて鎖骨遠位部の下方で腋窩静脈の最適な横断面像を得る。静脈の画像のサイズや形状が歪まないように，プローブの先端にかける圧は軽くする。
"Tiếp theo, xoay đầu dò 90° để có chế độ xem trục dài (trong mặt phẳng, theo chiều dọc) của tĩnh mạch nách, đặt đầu ngoài của đầu dò lên vị trí của chế độ xem trục ngắn được chụp ảnh tối ưu. Di chuyển đầu dò nếu cần để có hình ảnh rộng nhất của tĩnh mạch, việc xảy ra khi đầu dò đè lên trục dọc của tĩnh mạch. Dùng đầu dò ấn nhẹ để tĩnh mạch vẫn nằm ở trung tâm, dưới đầu dò và không lăn sang một bên.","Next, rotate the probe 90° to attain the long-axis (in-plane, longitudinal) view of the axillary vein, placing the medial end of the probe over the site of the optimally imaged short-axis view. Move the probe as needed to attain the widest image of the vein, which occurs when the probe overlies the vein's longitudinal axis. Press lightly with the probe tip so the vein remains centered under the tip and does not roll to the side.",次に，プローブを90°回転させて腋窩静脈の長軸（in-plane，縦断面）像を取得し，最適な短軸像が得られた部位にプローブの内側端を置く。必要に応じてプローブを動かし，静脈の幅が最大になるようにする（プローブが静脈の長軸上に重なったときに得られる）。静脈が脇に逸れずにプローブの先端の真下にとどまるよう，プローブの先端にかける圧は軽くする。
Giữ đầu dò ở vị trí này.,Keep the probe in this spot.,プローブをこの位置に維持する。
"Khi sử dụng dẫn hướng siêu âm trục dài, chọc kim thủ thuật (kim gây tê cục bộ và kim của dụng cụ đặt ống thông) vào da tại một điểm ở ngay đầu xa của đầu xa đầu dò, và đẩy kim lần đầu tiên vào da theo góc nông (khoảng 30°) bên dưới trục dài của đầu dò. Điều chỉnh nhẹ đầu dò và kim nếu cần để giữ cả hai trong mặt phẳng. Khi bạn đẩy kim, hãy điều chỉnh góc chọc kim sao cho kim gặp tĩnh mạch ở đầu gần của đầu dò. Liên tục giữ áp lực âm nhẹ trên pít-tông khi bạn đẩy kim.","When using long-axis ultrasound guidance, insert procedural needles (local anesthetic and introducer needles) into the skin at a point just distal to the distal end of the probe, and initially advance the needle into the skin at a shallow angle (about 30°) beneath the long axis of the probe. Slightly adjust probe and needle as needed to keep both in-plane. As you advance, adjust the insertion angle so that the needle meets the vein at the proximal end of the probe. Keep gentle negative pressure on the syringe plunger as you advance.",長軸像による超音波ガイドを用いる場合は，処置用の針（局所麻酔針およびイントロデューサー針）をプローブの遠位端から少し離れた位置で皮膚に挿入し，最初はプローブの長軸の下へ浅い角度（約30°）で進める。プローブと針を必要に応じて微調整しつつ，両者を同一平面上に維持する。針を進めるにつれ，針がプローブの近位端で静脈に接触するように挿入角度を調整する。針を進めるときは，シリンジのプランジャーを軽く陰圧に保っておく。
"Tiêm một cục sẩn thuốc tê ngay ngoài đầu ngoài của đầu dò và sau đó, dưới dẫn hướng siêu âm, tiêm thuốc tê vào da và các mô mềm ở bề mặt tĩnh mạch dọc theo một góc nông đi qua bên dưới đầu dò về phía trong. Điều chỉnh góc chọc kim khi cần thiết để giữ kim cách xa tĩnh mạch một cách an toàn.","Place a wheal of anesthetic just lateral to the lateral end of the probe tip and then, under ultrasound guidance, inject anesthetic into the skin and soft tissues superficial to the vein along a shallow angle passing medially underneath the probe. Adjust the insertion angle as necessary to keep the needle safely distant from the vein.",プローブ先端の外側端のすぐ外側に麻酔薬で膨疹を作り，超音波ガイド下に，プローブの下へ内側へ向けて浅い角度で，静脈より表層の皮膚および軟部組織に麻酔薬を注射する。針と静脈の間に安全な距離を保つため，必要に応じて挿入角度を調整する。
Tiếp tục sử dụng hướng dẫn siêu âm trục dài (như đã mô tả ở trên để tiêm thuốc gây tê cục bộ).,Continue to use long-axis ultrasound guidance (as described above for the local anesthetic injection).,長軸像による超音波ガイドを継続する（局所麻酔薬の注射の項で述べた通り）。
Chọc kim của dụng cụ đặt ống thông (với mặt vát của mũi kim căn chỉnh dọc theo đường chọc kim vào).,Insert the introducer needle (with needle bevel aligned along the insertion path).,イントロデューサー針を挿入する（ベベル型の先端の針先を挿入経路に沿わせる）。
"Duy trì hiển thị kim và tĩnh mạch theo chiều dọc khi bạn đẩy kim bằng cách điều chỉnh một chút đối với hướng ra ngoài của kim và hướng của đầu dò. Nếu kim đi lạc khỏi tĩnh mạch, nó sẽ có vẻ như ngắn lại. Điều chỉnh hướng ngoài của kim để có hình ảnh toàn bộ chiều dài của nó. Nếu đầu kim tiếp cận tĩnh mạch quá dốc, hãy rút kim ra một chút, giảm góc độ đâm kim và đẩy lại kim.","Maintain longitudinal visualization of the needle and the vein as you advance by making slight adjustments to the lateral direction of the needle and orientation of the probe. If the needle strays from the vein, it will appear to shorten. Adjust the lateral direction of the needle to image its entire length. If the needle tip is approaching the vein too steeply, withdraw the needle a bit, decrease the angle of insertion, and readvance.",針を進める間も，針の横方向の位置とプローブの向きを微調整することにより，針と静脈の縦断面が常に描出されるようにする。 針が静脈から逸れると，針が短くなったように見える。針の横方向の位置を調整して全長が描出されるようにする。針の先端が静脈に接近する速度が遅すぎる場合，針を少し引き抜いて挿入角度を高め，再度進める。
"Khi đầu kim tiếp cận tĩnh mạch, hãy điều chỉnh tốc độ và góc đâm kim của bạn để kim đi vào có kiểm soát nhiều nhất có thể. Thành bề ngoài của tĩnh mạch sẽ thụt vào khi đầu kim chạm vào nó. Sau đó, kim chọc tiếng pốp qua thành đó để đi vào lòng tĩnh mạch, kèm theo máu loang ra màu đỏ sẫm trong nòng của ống tiêm.","As the needle tip approaches the vein, temper your speed and angle of insertion so the needle enters with as much control as possible. The superficial wall of the vein will indent when the needle tip encounters it. The needle then pops through the wall to enter the lumen, accompanied by a flash of dark red blood in the barrel of the syringe.",針の先端が静脈に近づくにつれて，挿入の速度と角度を調整し，できるだけコントロールされた状態で針を内腔に入れられるようにする。針の先端が静脈の表面に触れると凹みができる。その後，針が壁を貫通して内腔に入り，同時にシリンジの外筒内に暗赤色の血液が戻る。
"Giữ ống tiêm bất động tại vị trí này và luôn hiển thị đầu kim. Tình trạng di lệch là phổ biến, và thậm chí một cử động nhẹ cũng có thể làm di lệch đầu kim ra khỏi tĩnh mạch.","Hold the syringe motionless in this spot and visualize the tip of the needle at all times. Displacement is common, and even a slight movement may displace the needle tip from the vein.",この位置でシリンジを静止させ，常に針の先端が描出されるようにする。針の位置がずれることがよくあり，わずかに動いただけでも針の先端が静脈から出てしまうことがある。
Tiếp tục giữ ống tiêm bất động.,Continue to hold the syringe motionless.,シリンジをそのまま動かないように保持し続ける。
Nắm chặt đốc kim và cũng giữ nó bất động.,Securely grasp the needle hub and also hold it motionless.,針のハブをしっかりつかみ，動かないように保持する。
"Rút ống tiêm ra khỏi đốc kim và để cho máu chảy ra trong thời gian ngắn để xác nhận rằng máu là ở tĩnh mạch (tức là có màu đỏ sẫm và đang chảy nhưng không đập). Sau đó, ngay lập tức dùng ngón tay cái của bạn che đốc kim để ngăn máu chảy và ngăn ngừa thuyên tắc khí.","Remove the syringe from the needle hub and briefly let blood flow out to confirm that the blood is venous (ie, dark red and flowing but not pulsatile). Then immediately cover the hub with your thumb to stop the blood flow and prevent air embolism.",シリンジを針のハブから外し，血液を短時間流出させて，その血液が静脈血である（すなわち，暗赤色の血液が流れ出すが拍動性ではない）ことを確認する。空気塞栓を予防するため，その後直ちにハブを母指で覆い，血流を止める。
Cẩn thận xoay kim luồn sao cho mặt vát của kim bây giờ hướng xuống phía dưới (nghĩa là cách xa tĩnh mạch cảnh trong và hướng về phía tim).,"Carefully rotate the introducer needle such that the bevel of the needle now faces inferiorly (ie, away from the internal jugular vein and toward the heart).",針先のベベル型の刃面が下方に（すなわち，内頸静脈側ではなく心臓に）向くよう，イントロデューサー針を注意深く回転させる。
"Luồn đầu cong chữ J của dây dẫn hướng vào kim của dụng cụ đặt ống thông, với đường cong chữ J hướng về phía dưới (tức là cùng hướng với mặt vát của mũi kim).","Insert the J-curved end of the guidewire into the introducer needle, with the J curve facing inferiorly (ie, in the same direction as the needle bevel).",ガイドワイヤーのJ字型の先端を下に向けて（すなわち，針先のベベル型の刃面と同じ向きにして）イントロデューサー針に挿入する。
Đẩy dây dẫn hướng qua kim đó và vào tĩnh mạch. Bạn có thể sử dụng dẫn hướng siêu âm (trục ngắn hoặc trục dài) để xác minh dây dẫn hướng đã vào tĩnh mạch. Không ép dây dẫn hướng; nó sẽ trượt trơn tru. Đẩy dây dẫn hướng 20 cm đến 23 cm hoặc cho đến khi xuất hiện nhịp ngoại tâm thu (rút lại từ thời điểm này cho đến khi ngừng nhịp ngoại tâm thu).,Advance the guidewire through the needle and into the vein. You may use ultrasound guidance (either short- or long-axis) to verify the guidewire entering the vein. Do not force the wire; it should slide smoothly. Advance the wire 20 to 23 cm or until ectopic heartbeats occur (withdraw from this point until ectopy stops).,ガイドワイヤーを針に通して静脈内に進める。超音波ガイド（短軸像でも長軸像でも可）を用いてガイドワイヤーが静脈に入っていることを確認してもよい。ワイヤーを無理に通そうとしないこと；ワイヤーは滑らかにスライドするはずである。ワイヤーを約20～23cm，または異所性拍動が起こるまで進める（異所性拍動が起こった場合，異所性拍動が停止するところまで引き抜く）。
"Đầu tiên, cầm chắc dây dẫn hướng ở đầu xa kim và rút kim ra khỏi da.","First, securely hold the guidewire distal to the needle and pull the needle from the skin.",まず，ガイドワイヤーを針の遠位側でしっかりと保持し，針を皮膚から引き抜く。
"Sau đó, giữ chặt dây dẫn hướng trên bề mặt da và trượt kim xuống chiều dài còn lại của dây dẫn hướng để lấy kim ra.","Then, securely hold the guidewire at the skin surface and slide the needle down the remaining length of the guidewire to remove the needle.",続いて，ガイドワイヤーを皮膚表面でしっかりと保持し，ガイドワイヤーの残りの部分に沿って針をスライドさせて抜去する。
"Mở rộng vị trí chọc da: Sử dụng dao mổ, rạch một vết nhỏ (khoảng 4 mm) vào vị trí chọc kim ở da, tránh tiếp xúc với dây dẫn hướng, để mở rộng vị trí đó và cho phép nó phù hợp với đường kính lớn hơn của ống nong mô và ống thông.","Extend the skin insertion site: Using the scalpel, make a small stab incision (about 4 mm) into the skin insertion site, avoiding contact with the guidewire, to enlarge the site and allow it to accommodate the larger diameters of the tissue dilator and the catheter.",皮膚の刺入部を拡張する：ガイドワイヤーに触れないようにしてメスで皮膚の刺入部に小さな切開（約4mmのstab incision［刺切］）を入れ，より径の太いダイレーターやカテーテルが入るように刺入部を拡大する。
"Đẩy ống nong mô qua dây dẫn hướng: Đầu tiên, nắm dây hướng dẫn ở da và trượt ống nong theo chiều dài của dây dẫn hướng xuống da. Sau đó, nắm lấy dây dẫn hướng ngày đầu xa của ống nong, giữ ống nong gần bề mặt da và sử dụng chuyển động vặn nút chai nếu cần để từng bước luồn toàn bộ chiều dài của ống nong vào. Luôn nắm dây dẫn hướng trong quá trình luồn vào.","Advance the tissue dilator over the guidewire: First, grasp the guidewire at the skin and slide the dilator down the length of the wire to the skin. Then grasp the wire just distal to the dilator, hold the dilator near the skin surface, and use a corkscrew motion as needed to stepwise insert the entire length of the dilator. Maintain your grasp on the wire at all times during the insertion.",ガイドワイヤー上をスライドさせてダイレーターを進める：まず，皮膚表面でガイドワイヤーをつまみ，ダイレーターをワイヤーに沿って皮膚表面までスライドさせる。次にダイレーターのすぐ遠位部に出ているワイヤーをつまみ，ダイレーターを皮膚表面付近で持ち，必要に応じて捻るような動きを取り入れてダイレーター全体を段階的に挿入する。挿入中，常にワイヤーをつかんでおく。
"Lấy ống nong ra: Đầu tiên, cầm chắc dây dẫn hướng ở đầu xa ống nong và rút ống nong ra khỏi da. Khi có thể nhìn thấy dây dẫn hướng trên bề mặt da, hãy lấy toàn bộ ống nong ra bằng cách trượt nó xuống chiều dài còn lại của dây dẫn hướng.","Remove the dilator: First, securely hold the guidewire distal to the dilator and pull the dilator from the skin. When the guidewire is visible at the skin surface, completely remove the dilator by sliding it down the remaining length of the guidewire.",ダイレーターを抜去する：まず，ダイレーターの遠位部でガイドワイヤーをしっかりと保持し，ダイレーターを皮膚から引き抜く。ガイドワイヤーが皮膚表面に見えたら，ガイドワイヤーの残りの部分に沿ってダイレーターをスライドさせて完全に取り外す。
Duy trì việc nắm lấy dây dẫn hướng trên bề mặt da.,Maintain your grasp on the guidewire at the skin surface.,ガイドワイヤーは皮膚表面で常に把持しておく。
