vi,en,ja
"Nhai lại thường thấy ở trẻ sơ sinh. Không rõ tỷ lệ mắc bệnh ở người lớn, vì hiếm khi được bản thân bệnh nhân nhắc đến.","Rumination is commonly observed in infants. The incidence in adults is unknown, because it is rarely reported by patients themselves.",悪心，疼痛，嚥下困難は起こらない。ストレス下にある患者は，反芻症を隠すことにあまり気を使わない場合がある。その行為を初めて見た他人が患者を医者に紹介することがある。まれに，食物の逆流および吐出により体重が減少する。
"Bệnh nhân không giãn được cơ trơn     Co thắt tâm vị  Co thắt tâm vị là một tình trạng rối loạn nhu động thực quản do thần kinh sinh ra, có biểu hiện là không có nhu động thực quản và không giãn cơ thắt thực quản dưới trong quá trình nuốt. Triệu...  đọc thêm         hoặc túi thừa Zenker     Túi thừa ở thực quản  Túi thừa thực quản là phần phồng ra của niêm mạc qua lớp cơ của thực quản. Bệnh có thể không có triệu chứng hoặc gây khó nuốt và trào ngược. Chẩn đoán bằng chụp X-quang thực quản nuốt bari;...  đọc thêm         có thể ựa ra thức ăn không được tiêu hóa mà không có buồn nôn. Ở đa số bệnh nhân không có tình trạng tắc thực quản, không rõ sinh lý bệnh. Nhu động đảo ngược ở động vật nhai lại chưa được báo cáo ở người. Tình trạng bất thường này có lẽ do thói quan không thích nghi tốt, đã được học và có thể là một phần của một tình trạng rối loạn về ăn uống. Người ta học cách mở cơ thắt thực quản dưới và đẩy các thành phần có trong dạ dày vào thực quản và họng bằng cách tăng áp lực dạ dày thông qua quá trình co giãn nhịp nhàng của cơ hoành.","Patients with achalasia     Achalasia  Achalasia is a neurogenic esophageal motility disorder characterized by impaired esophageal peristalsis and a lack of lower esophageal sphincter relaxation during swallowing. Symptoms are slowly...  read more         or a Zenker diverticulum     Esophageal Diverticula  An esophageal diverticulum is an outpouching of mucosa through the muscular layer of the esophagus. It can be asymptomatic or cause dysphagia and regurgitation. Diagnosis is made by barium swallow...  read more         may regurgitate undigested food without nausea. In the majority of patients who do not have these obstructive esophageal conditions, the pathophysiology is poorly understood. The reverse peristalsis in ruminants has not been reported in humans. The disorder is probably a learned, maladaptive habit and may be part of an eating disorder. The person learns to open the lower esophageal sphincter and propel gastric contents into the esophagus and throat by increasing gastric pressure via rhythmic contraction and relaxation of the diaphragm.",臨床的評価
"Buồn nôn, đau và khó nuốt không xảy ra. Trong các giai đoạn bị căng thẳng, bệnh nhân ít để ý về việc nhai lại kín đáo. Quan sát hành động lần đầu, người ta có thể giới thiệu bệnh nhân đến gặp bác sĩ. Hiếm khi, bệnh nhân ựa ra và tống đủ lượng thức ăn ra để giảm cân.","Nausea, pain, and dysphagia do not occur. During periods of stress, the patient may be less careful about concealing rumination. Seeing the act for the first time, others may refer the patient to a physician. Rarely, patients regurgitate and expel enough food to lose weight.",ときに内視鏡検査，食道運動機能検査，またはその両方
Đánh giá lâm sàng,Clinical evaluation,反芻症の診断は通常，観察による。心理社会的病歴の聴取により，基礎にある精神的ストレスが明らかにされることがある。機械的閉塞を引き起こす疾患またはツェンカー憩室を除外するため，内視鏡検査または上部消化管造影を行う必要がある。運動障害を同定するために，食道内圧検査，ならびに胃内容排出および前庭部-十二指腸の運動性を評価するための検査を行ってもよい。
"Đôi khi nội soi, nghiên cứu nhu động thực quản, hoặc cả hai","Sometimes endoscopy, esophageal motility studies, or both",行動療法
Nhai lại thường được chẩn đoán thông qua quan sát. Tiền sử tâm lý xã hội có thể tiết lộ những căng thẳng tinh thần tiềm ẩn. Cần làm nội soi hoặc chụp một loạt phim đường tiêu hóa trên để loại trừ các tình trạng bệnh lý gây tắc cơ học hoặc túi thừa Zenker. Đo áp lực thực quản và các kiểm tra để đánh giá quá trình làm rỗng dạ dày và nhu động hang vị-tá tràng có thể được sử dụng để xác định rối loạn nhu động (1     Tài liệu tham khảo chẩn đoán  Nhai lại là ựa ra (thường là không tự chủ) một lượng nhỏ thức ăn từ dạ dày (thường xuất hiện nhiều nhất là sau khi ăn từ 15 đến 30 phút) được nhai lại và bị nuốt lại trong hầu hết các trường...  đọc thêm     ).,"Rumination is usually diagnosed through observation. A psychosocial history may disclose underlying emotional stress. Endoscopy or an upper gastrointestinal series is necessary to exclude disorders causing mechanical obstruction or a Zenker diverticulum. Esophageal manometry and tests to assess gastric emptying and antral-duodenal motility may be used to identify a motility disturbance (1     Diagnosis reference  Rumination is the (usually involuntary) regurgitation of small amounts of food from the stomach (most often 15 to 30 minutes after eating) that are rechewed and, in most cases, again swallowed...  read more     ).",反芻症の治療は対症的である。意欲のある患者は，行動療法（例，弛緩，バイオフィードバック，横隔膜呼吸の訓練［胸の筋肉の代わりに横隔膜を使って呼吸する］）に反応することがある。
"1. Murray HB, Juarascio AS, Di Lorenzo C, et al: Diagnosis and treatment of rumination syndrome: A critical review. Am J Gastroenterol 114(4):562–578, 2019. doi:10.14309/ajg.0000000000000060","1. Murray HB, Juarascio AS, Di Lorenzo C, et al: Diagnosis and treatment of rumination syndrome: A critical review. Am J Gastroenterol 114(4):562–578, 2019. doi:10.14309/ajg.0000000000000060",バクロフェンが役立つ場合があるが，長期の安全性および有効性データは限られている。精神科へのコンサルテーションが役立つことがある。
"Chứng khó đại tiện (cũng có thể được gọi là chứng loạn đồng vận, rối loạn bài tiết, rối loạn chức năng sàn chậu hoặc cơ vòng hậu môn, hoặc rối loạn chức năng đại tiện) là khó đại tiện. Bệnh nhân cảm thấy có phân và muốn đại tiện nhưng không thể. Đó là kết quả của sự thiếu phối hợp giữa cơ đáy chậu và cơ thắt hậu môn. Chẩn đoán cần phải kiểm tra hậu môn - trực tràng. Điều trị rất khó khăn, nhưng phản hồi sinh học có thể có lợi.","Dyschezia (which also may be referred to as dyssynergia, disordered evacuation, dysfunction of pelvic floor or anal sphincters, or functional defecatory disorders) is difficulty defecating. Patients sense the presence of stool and the need to defecate but are unable. It results from a lack of coordination of pelvic floor muscles and anal sphincters. Diagnosis requires anorectal testing. Treatment is difficult, but biofeedback may be of benefit.",排便困難は排便が困難な状態である。患者は，便の存在および便意を感じるが，排便できない。骨盤底筋と肛門括約筋の協調が欠けているために起こる。診断には直腸肛門の検査が必要である。治療は困難であるが，バイオフィードバックが有益となりうる。
Lịch sử,History,病歴
Khám thực thể,Physical examination,身体診察
Các dấu hiệu cảnh báo,Red flags,警戒すべき事項（Red Flag）
Giải thích các dấu hiệu,Interpretation of findings,所見の解釈
Xét nghiệm,Testing,検査
Tài liệu tham khảo đánh giá,Evaluation references,評価に関する参考文献
Chế độ ăn uống và hành vi,Diet and behavior,食事および行動
Các loại thuốc nhuận tràng,Types of laxatives,緩下薬の種類
Ứ đọng phân,Fecal impaction,宿便
Căn nguyên của khó đại tiện,Etiology of Dyschezia,排便困難の病因
Triệu chứng và dấu hiệu của khó đại tiện,Symptoms and Signs of Dyschezia,排便困難の症状と徴候
Chẩn đoán khó đại tiện,Diagnosis of Dyschezia,排便困難の診断
Điều trị đại tiện khó,Treatment of Dyschezia,排便困難の治療
"Táo bón là khó khăn hoặc giảm tần suất đại tiện, phân cứng, hoặc cảm giác tống phân không hết. (Xem thêm Táo bón ở trẻ em     Táo bón ở trẻ em  Táo bón chiếm đến 5% số lần thăm khám nhi khoa. Nó được định nghĩa là sự chậm trễ hoặc khó khăn khi đi ngoài. Tần suất bình thường và độ ổn định của phân thay đổi theo tuổi của trẻ, và chế độ...  đọc thêm     .)","Constipation is difficult or infrequent passage of stool, hardness of stool, or a feeling of incomplete evacuation. (See also Constipation in Children     Constipation in Children  Constipation is responsible for up to 5% of pediatric office visits. It is defined as delay or difficulty in defecation. Normal frequency and consistency of stool varies with children's age...  read more     .)",便秘は，排便が困難，排便回数が少ない，便が硬い，残便感がある状態である。（小児の便秘     小児の便秘  便秘は小児科における受診理由の最大5％を占める。排便に遅延または困難がある状態と定義される。 正常な排便回数と便の硬さは小児の年齢，および食事によって様々であり，かなりの個人差がある。 正常な新生児の大半（90％）は生後24時間以内に胎便を排泄する。生後1週間は1日平均4～8回排便し，一般的に母乳栄養児は人工乳栄養児に比べ排便回数が多い。生後数カ月間においては，母乳栄養児の排便回数が1日平均3回であるのに対し人工乳栄養児では約2回である...  さらに読む     も参照のこと。）
"Không có chức năng cơ thể nào có nhiều biến đổi và chịu ảnh hưởng từ bên ngoài hơn đại tiện. Thói quen đại tiện của mỗi người là rất khác nhau và bị ảnh hưởng bởi độ tuổi, sinh lý, chế độ ăn uống, xã hội và văn hoá. Một số người có mối bận tâm không cần thiết với thói quen đại tiện. Trong xã hội phương Tây, tần suất đại tiện bình thường trong khoảng từ 2-3 lần/ngày đến 2-3 lần/tuần.","No bodily function is more variable and subject to external influences than defecation. Bowel habits vary considerably from person to person and are affected by age, physiology, diet, and social and cultural influences. Some people have unwarranted preoccupation with bowel habits. In Western society, normal stool frequency ranges from 2 to 3/day to 2 to 3/week.",排便ほど変化に富み，外部の影響を受けやすい身体機能はない。排便習慣は人によって大幅に異なり，年齢，生理機能，食事，社会的および文化的影響を受ける。何の根拠もなく排便習慣のことばかり考えている人もいる。欧米では，正常な排便回数は2～3回/日から2～3回/週である。
"Nhiều người không tin rằng việc đại tiện hàng ngày là cần thiết và chỉ phàn nàn về táo bón nếu đại tiện ít thường xuyên hơn. Các thông tin khác về hình dạng bên ngoài (kích cỡ, hình dạng, màu sắc) hoặc khuôn phân cần được quan tâm. Đôi khi vấn đề chính là bệnh nhân không hài lòng với quá trình đại tiện hoặc cảm giác không hết bãi sau khi đại tiện. Táo bón gây nhiều cảm giác khó chịu (đau bụng, buồn nôn, mệt mỏi, chán ăn) là các triệu chứng thực sự của một vấn đề tiềm ẩn (ví dụ: hội chứng ruột kích thích [IBS], trầm cảm). Bệnh nhân không nên mong đợi tất cả các triệu chứng sẽ giảm bằng cách đại tiện hàng ngày và các biện pháp hỗ trợ thói quen đại tiện nên được sử dụng một cách thận trọng.","Many people incorrectly believe that daily defecation is necessary and complain of constipation if stools occur less frequently. Others are concerned with the appearance (size, shape, color) or consistency of stools. Sometimes the major complaint is dissatisfaction with the act of defecation or the sense of incomplete evacuation after defecation. Constipation is blamed for many complaints (abdominal pain, nausea, fatigue, anorexia) that are actually symptoms of an underlying problem (eg, irritable bowel syndrome [IBS], depression). Patients should not expect all symptoms to be relieved by a daily bowel movement, and measures to aid bowel habits should be used judiciously.",多くの人が，毎日排便がなければならないと誤解し，排便回数がそれよりも少なければ便秘を訴える。便の外観（大きさ，形状，色）または硬さを気にする人もいる。ときに，主訴は排便行為に対する不満または排便後の残便感である。便秘は，多くの愁訴（腹痛，悪心，疲労，食欲不振）の原因とされているが，これらは実際には基礎疾患（例，過敏性腸症候群［IBS］，うつ病）の症状である。患者は，毎日排便することによって全ての症状が緩和するものと期待してはならず，排便習慣を補助する対策を慎重な判断の下に実施すべきである。
"Bệnh nhân ám ảnh cưỡng chế     Rối loạn ám ảnh nghi thức (OCD)  Rối loạn ám ảnh nghi thức (OCD) được đặc trưng bởi những suy nghĩ tái diễn, kéo dài, không mong muốn, sự thúc giục, hoặc những hình ảnh bị ám ảnh và/hoặc những hành vi lặp đi lặp lại hoặc những...  đọc thêm      thường cảm thấy cần phải loại bỏ chất thải ""bẩn"" ra khỏi cơ thể hàng ngày. Những bệnh nhân này thường dành quá nhiều thời gian trong nhà vệ sinh hoặc trở thành người dùng thuốc xổ lâu dài.","Obsessive-compulsive patients     Obsessive-Compulsive Disorder (OCD)  Obsessive-compulsive disorder (OCD) is characterized by recurrent, persistent, unwanted, and intrusive thoughts, urges, or images (obsessions) and/or by repetitive behaviors or repetitive mental...  read more      often feel the need to rid the body daily of “unclean” wastes. Such patients often spend excessive time on the toilet or become chronic users of cathartics.",強迫症患者     強迫症 （OCD）  強迫症（OCD）は，反復的かつ持続的で，患者自身の意思に反し，かつ侵入的に生じる思考，衝動，もしくはイメージ（これらを強迫観念と称する），および/または強迫観念が引き起こす不安を軽減ないし避けるために患者が行わざるを得ないと感じる反復的な行動もしくは精神的行為（これらを強迫行為と称する）を特徴とする。診断は病歴に基づく。治療は精神療法（具...  さらに読む     は，身体から毎日「不潔な」廃棄物を取り除く必要があるとしばしば感じている。そのような患者は，しばしばトイレで過剰な時間を費やしたり，下剤常習者になったりする。
"Táo bón cấp tính cho thấy một nguyên nhân thực thể, trong khi táo bón mạn tính có thể là thực thể hoặc cơ năng ( xem Bảng: Nguyên nhân gây táo bón     Nguyên nhân gây táo bón          ).","Acute constipation suggests an organic cause, whereas chronic constipation may be organic or functional ( see Table: Causes of Constipation     Causes of Constipation          ).",急性便秘は器質的原因を示唆する一方，慢性便秘は器質性と機能性の両方がありうる（ Professional.see table 便秘の原因     便秘の原因          ）。
"Ở nhiều bệnh nhân, táo bón có liên quan đến quá trình di chuyển chậm của phân qua đại tràng. Sự chậm trễ này có thể là do thuốc, các tình trạng bất thường thực thể, hoặc rối loạn chức năng đại tiện (ví dụ: rối loạn chức năng của sàn chậu) hoặc rối loạn do chế độ ăn ( xem Bảng: Thực phẩm thường ảnh hưởng đến chức năng hệ tiêu hóa     Thực phẩm thường ảnh hưởng đến chức năng hệ tiêu hóa          ). Bệnh nhân bị đại tiện bất thường     Khó đại tiện  Táo bón là khó khăn hoặc giảm tần suất đại tiện, phân cứng, hoặc cảm giác tống phân không hết. (Xem thêm Táo bón ở trẻ em.) Không có chức năng cơ thể nào có nhiều biến đổi và chịu ảnh hưởng...  đọc thêm      không tạo ra lực đẩy mạnh thích hợp ra khỏi trực tràng, không làm giãn cơ mu-trực tràng và cơ thắt hậu môn ngoài khi đại tiện, hoặc cả hai. Trong hội chứng ruột kích thích, bệnh nhân có các triệu chứng (ví dụ: cảm giác khó chịu ở bụng và thay đổi thói quen đại tiện) nhưng nhìn chung thức ăn di chuyển qua đại tràng và chức năng của hậu môn trực tràng bình thường. Tuy nhiên, đại tiện theo rối loạn của hội chứng ruột kích thích có thể cùng tồn tại.","In many patients, constipation is associated with sluggish movement of stool through the colon. This delay may be due to drugs, organic conditions, or a disorder of defecatory function (ie, pelvic floor dysfunction), or a disorder that results from diet ( see Table: Foods Often Affecting Gastrointestinal Function     Foods Often Affecting Gastrointestinal Function          ). Patients with disordered defecation     Dyschezia  Constipation is difficult or infrequent passage of stool, hardness of stool, or a feeling of incomplete evacuation. (See also Constipation in Children.) No bodily function is more variable and...  read more      do not generate adequate rectal propulsive forces, do not relax the puborectalis and the external anal sphincter during defecation, or both. In IBS, patients have symptoms (eg, abdominal discomfort and altered bowel habits) but generally normal colonic transit and anorectal functions. However, IBS-disordered defecation may coexist.",多くの患者では，便秘は大腸の便通過の遅延と関連する。この遅延は，薬剤，器質的病態，排便機能の障害（すなわち，骨盤底機能不全），または食事によってもたらされる疾患に起因することがある（ Professional.see table 消化管機能にしばしば影響する食物     消化管機能にしばしば影響する食物          ）。 排便障害     排便困難  便秘は，排便が困難，排便回数が少ない，便が硬い，残便感がある状態である。（ 小児の便秘も参照のこと。） 排便ほど変化に富み，外部の影響を受けやすい身体機能はない。排便習慣は人によって大幅に異なり，年齢，生理機能，食事，社会的および文化的影響を受ける。何の根拠もなく排便習慣のことばかり考えている人もいる。欧米では，正常な排便回数は2～3回/日から2～3回/週である。 多くの人が，毎日排便がなければならないと誤解し，排便回数がそれよりも少な...  さらに読む     のある患者は，直腸で十分な蠕動力を生み出せないか，排便時に恥骨直腸筋および外肛門括約筋を弛緩できないか，またはその両方である。過敏性腸症候群（IBS）では，患者は症状（例，腹部不快感および排便習慣の変化）を有するが，一般に結腸通過および直腸肛門機能は正常である。しかしながら，IBSと排便障害が併存することもある。
"Rặn quá mức, có thể thứ phát do rối loạn chức năng sàn chậu, có thể góp phần gây bệnh lý hậu môn trực tràng bệnh trĩ     Bệnh trĩ  Trĩ là các tĩnh mạch giãn của đám rối trĩ ở ống hậu môn. Các triệu chứng bao gồm kích thích và chảy máu. Trĩ tắc mạch thường đau đớn. Chẩn đoán bằng kiểm tra kỹ và soi hậu môn. Điều trị theo...  đọc thêm        , nứt kẽ hậu môn     Nứt kẽ hậu môn  Nứt kẽ hậu môn là một vết rách cấp tính theo chiều dọc hoặc một loét hình ovan mạn tính ở lớp biểu mô vảy của ống hậu môn. Tình trạng này gây ra đau dữ dội, đôi khi có chảy máu, đặc biệt là...  đọc thêm         và sa trực tràng     Sa trực tràng và sa tử cung  Sa trực tràng là tình trạng trực tràng nhô ra ngoài hậu môn mà không gây đau đớn. Sa tử cung là tình trạng sa hoàn toàn toàn bộ bề dày của trực tràng. Chẩn đoán bằng xét nghiệm. Thường cần phẫu...  đọc thêm        ) và thậm chí có thể ngất. Nút phân, có thể gây ra hoặc tiến triển từ táo bón, cũng phổ biến ở những bệnh nhân cao tuổi, đặc biệt là khi nằm trên giường kéo dài hoặc giảm hoạt động thể chất. Triệu chứng này cũng phổ biến sau khi uống hoặc thụt barit.","Excessive straining, perhaps secondary to pelvic floor dysfunction, may contribute to anorectal pathology (eg, hemorrhoids     Hemorrhoids  Hemorrhoids are dilated vessels of the hemorrhoidal plexus in the anal canal. Symptoms include irritation and bleeding. Thrombosed hemorrhoids are usually painful. Diagnosis is by inspection...  read more        , anal fissures     Anal Fissure  An anal fissure is an acute longitudinal tear or a chronic ovoid ulcer in the squamous epithelium of the anal canal. It causes severe pain, sometimes with bleeding, particularly with defecation...  read more        , and rectal prolapse     Rectal Prolapse and Procidentia  Rectal prolapse is painless protrusion of the rectum through the anus. Procidentia is complete prolapse of the entire thickness of the rectum. Diagnosis is by inspection. Surgery is usually...  read more        ) and possibly even to syncope. Fecal impaction, which may cause or develop from constipation, is also common among older patients, particularly with prolonged bed rest or decreased physical activity. It is also common after barium has been given by mouth or enema.",おそらく骨盤底機能不全に続発する排便時の過度のいきみは，直腸肛門病変（例， 痔核     痔核  痔核は，肛門管において直腸静脈叢の血管が拡張したものである。症状としては刺激感や出血などがある。血栓性痔核は通常，疼痛を伴う。診断は視診または肛門鏡検査による。治療は対症療法，またはゴム輪結紮術，硬化剤注入療法，赤外線光凝固術，あるいはときに手術による。 （ 肛門直腸疾患の評価も参照のこと。） 肛門直腸領域の静脈内の圧力上昇により痔核が生じる。この圧は，妊娠，重い物を頻繁に持ち上げること，または排便時のいきみの繰返し（例，便秘による）が...  さらに読む        ， 裂肛     裂肛  裂肛は，肛門管の扁平上皮における急性の縦走する裂傷，または慢性の卵円形の潰瘍である。重度の疼痛を特に排便時に引き起こし，ときに出血を伴う。診断は視診による。治療は，局所の清潔，便軟化剤，外用療法のほか，ときにボツリヌス毒素注射および/または外科的手技である。 （ 肛門直腸疾患の評価も参照のこと。） 裂肛は，硬い便あるいは太い便の排出または頻回の軟便の排出によって生じる裂傷に起因すると考えられている。外傷（例，肛門性交）はまれな原因である...  さらに読む        ，および 直腸脱     直腸脱および完全直腸脱  直腸脱は，直腸が肛門を通って脱出した状態であり，痛みは伴わない。完全直腸脱（procidentia）は，直腸壁の全層が完全に脱出した状態である。診断は視診による。成人では通常，手術が必要になる。 （ 肛門直腸疾患の評価も参照のこと。） 乳児では，それ以外は正常な状態で，直腸粘膜のみの一過性かつ軽度の脱出がしばしばみられる。成人では粘膜の脱出が持続し，進行性に悪化する場合もある。...  さらに読む        ）に寄与していると考えられ，さらには失神まで引き起こす可能性がある。宿便は，便秘を惹起または便秘によって生じることがあり，高齢患者でよくみられ，特に長期臥床または身体活動低下を呈する患者で多い。バリウムの経口投与後または注腸後にもよくみられる。
"Tiền sử của bệnh hiện tại cần phải xác định tiền sử lâu dài về tần suất đại tiện của bệnh nhân, độ đặc, cần phải rặn hoặc sử dụng nghiệm pháp đáy chậu (ví dụ: dồn sức vào đáy chậu, vùng mông, hoặc vách âm đạo - trực tràng) trong khi đi đại tiện và có cảm giác nhẹ nhõm sau khi đi vệ sinh, bao gồm tần suất và thời gian sử dụng thuốc nhuận tràng hoặc thụt. Một số bệnh nhân không cho rằng đã bị táo bón trước đó, nhưng khi được hỏi một cách cụ thể, họ thừa nhận đã dành từ 15 đến 20 phút mỗi lần đại tiện. Sự hiện diện, số lượng và khoảng thời gian có máu trong phân cũng cần được khai thác.","History of present illness should ascertain a lifetime history of the patient's stool frequency, consistency, need to strain or use perineal maneuvers (eg, pushing on the perineum, gluteal region, or recto-vaginal wall) during defecation, and satisfaction after defecation should be obtained, including frequency and duration of laxative or enema use. Some patients deny previous constipation but, when questioned specifically, admit to spending 15 to 20 minutes per bowel movement. The presence, amount, and duration of blood in the stool should also be elicited.",現病歴の聴取では，患者の排便頻度，便の硬さ，排便時にいきみまたは用手的会陰操作（例，会陰部，殿部，または直腸腟壁を圧迫）の使用が必要か，および排便後の満足感が得られているかについて，緩下薬または浣腸の使用頻度および期間を含め，これまでの病歴を確認すべきである。一部の患者は，便秘歴を否定するが，具体的に尋ねると，1回の排便に15～20分かかることを認める。血便の有無，量，および持続期間についても尋ねるべきである。
"Xem xét các hệ thống cần phải tìm các triệu chứng do các rối loạn gây ra, bao gồm thay đổi kích cỡ phân hoặc máu trong phân (gợi ý ung thư). Các triệu chứng toàn thân cho thấy các bệnh mạn tính (ví dụ: sụt cân) cũng cần phải được tìm kiếm.","Review of systems should seek symptoms of causative disorders, including a change in caliber of the stool or blood in the stool (suggesting cancer). Systemic symptoms suggesting chronic diseases (eg, weight loss) should also be sought.",システムレビュー（review of systems）では，原因疾患の症状がないか，便の太さの変化や血便（がんを示唆する）を含めて検討すべきである。慢性疾患を示唆する全身症状（例，体重減少）がないかも検討すべきである。
"Bệnh sử trong quá khứ cần phải hỏi về các nguyên nhân đã biết, bao gồm phẫu thuật bụng trước đây và các triệu chứng của các bệnh chuyển hóa (ví dụ: suy giáp, đái tháo đường) và bệnh thần kinh (ví dụ: Parkinson, xơ cứng bì, chấn thương tủy sống). Cần phải đánh giá cẩn thận việc sử dụng thuốc có đơn và không đơn với câu hỏi cụ thể về các loại thuốc kháng cholinergic và thuốc phiện.","Past medical history should ask about known causes, including previous abdominal surgery and symptoms of metabolic (eg, hypothyroidism, diabetes mellitus) and neurologic (eg, Parkinson disease, multiple sclerosis, spinal cord injury) disorders. Prescription and nonprescription drug use should be carefully assessed, with specific questioning about anticholinergic and opioid drugs.",既往歴の聴取では，既知の原因について，腹部手術の既往，代謝疾患（例，甲状腺機能低下症，糖尿病）および神経疾患（例，パーキンソン病，多発性硬化症，脊髄損傷）の症状も含めて尋ねるべきである。処方薬および非処方薬の使用を入念に評価すべきであり，抗コリン薬およびオピオイドについて具体的に尋ねるべきある。
"Khám tổng quát được thực hiện để tìm các dấu hiệu của bệnh hệ thống, bao gồm sốt và suy mòn. Các khối vùng bụng cần phải được tìm kiếm bằng cách sờ nắn bụng. Khám trực tràng không chỉ nên thực hiện để tìm nứt kẽ, chít hẹp, máu, hoặc các khối (bao gồm cả nút phân) mà còn để đánh giá trương lực khi nghỉ của hậu môn (""nâng"" cơ mu-trực tràng khi bệnh nhân co cơ thắt hậu môn), sa đáy chậu trong quá trình bài xuất phân bị kích thích và cảm giác của trực tràng. Bệnh nhân có rối loạn về đại tiện có thể có tăng trương lực khi nghỉ của hậu môn (hoặc co thắt cơ mu-trực tràng), giảm (tức là, < 2 cm) hoặc tăng (tức là, > 4 cm) sa đáy chậu và/hoặc co nghịch thường của cơ mu-trực tràng trong khi tống phân do kích thích.","A general examination is done to look for signs of systemic disease, including fever and cachexia. Abdominal masses should be sought by palpation. A rectal examination should be done not only for fissures, strictures, blood, or masses (including fecal impaction) but also to evaluate anal resting tone (the puborectalis “lift” when patients squeeze the anal sphincter), perineal descent during simulated evacuation, and rectal sensation. Patients with defecatory disorders may have increased anal resting tone (or anismus), reduced (ie, < 2 cm) or increased (ie, > 4 cm) perineal descent, and/or paradoxical contraction of the puborectalis during simulated evacuation.",全身状態の観察を実施し，発熱および悪液質などの全身性疾患の徴候がないか検討する。触診で腹部腫瘤がないか検討すべきである。直腸診を行い，裂傷，狭窄，血液，塊（宿便を含む）だけでなく，肛門静止圧（患者が肛門括約筋を締めるときに，恥骨直腸筋が「挙上」する），排便再現時の会陰下垂，直腸の感覚についても評価すべきである。排便障害のある患者では，肛門静止圧の上昇（またはアニスムス），会陰下垂の減少（すなわち，2cm未満）または増加（すなわち，4cm超），および/または排便再現時の恥骨直腸筋の奇異性収縮がみられることがある。
Một số dấu hiệu nhất định tăng nghi ngờ về nguyên nhân nghiêm trọng hơn của táo bón mạn tính:,Certain findings raise suspicion of a more serious etiology of chronic constipation:,特定の所見を認める場合には，慢性便秘の病因としてより重篤な病態の疑いが高まる：
"Bụng trướng, gõ vang như trống","Distended, tympanitic abdomen",腹部膨隆，鼓音
Nôn,Vomiting,嘔吐
Máu trong phân,Blood in stool,血便
Sụt cân,Weight loss,体重減少
Táo bón mức độ nặng khi mới khởi phát/trầm trọng hơn trên bệnh nhân cao tuổi,Severe constipation of recent onset/worsening in older patients,高齢患者に新たに発生/悪化した重度の便秘
"Các triệu chứng nhất định (ví dụ: cảm giác tắc hậu môn trực tràng, đại tiện kéo dài hoặc khó khăn, cần loại bỏ nút phân bằng ngón tay), đặc biệt là khi có liên quan đến vận động đáy chậu bất thường (tức là tăng hoặc giảm) trong quá trình tống phân bị kích thích, gợi ý rối loạn đại tiện     Khó đại tiện  Táo bón là khó khăn hoặc giảm tần suất đại tiện, phân cứng, hoặc cảm giác tống phân không hết. (Xem thêm Táo bón ở trẻ em.) Không có chức năng cơ thể nào có nhiều biến đổi và chịu ảnh hưởng...  đọc thêm     . Bụng chướng căng, giãn, chướng, đặc biệt là khi có buồn nôn và nôn, gợi ý tắc nghẽn cơ học.","Certain symptoms (eg, a sense of anorectal blockage, prolonged or difficult defecation, need for digital disimpaction), particularly when associated with abnormal (ie, increased or reduced) perineal motion during simulated evacuation, suggest a defecatory disorder     Dyschezia  Constipation is difficult or infrequent passage of stool, hardness of stool, or a feeling of incomplete evacuation. (See also Constipation in Children.) No bodily function is more variable and...  read more     . A tense, distended, tympanitic abdomen, particularly when there is nausea and vomiting, suggests mechanical obstruction.",特定の症状（例，肛門直腸の閉塞感，長時間の排便または排便困難，摘便が必要な状況）は，特に排便再現時の会陰運動の異常（すなわち，増加または減少）は 排便障害     排便困難  便秘は，排便が困難，排便回数が少ない，便が硬い，残便感がある状態である。（ 小児の便秘も参照のこと。） 排便ほど変化に富み，外部の影響を受けやすい身体機能はない。排便習慣は人によって大幅に異なり，年齢，生理機能，食事，社会的および文化的影響を受ける。何の根拠もなく排便習慣のことばかり考えている人もいる。欧米では，正常な排便回数は2～3回/日から2～3回/週である。 多くの人が，毎日排便がなければならないと誤解し，排便回数がそれよりも少な...  さらに読む     を示唆する。腹部の緊張，膨隆，鼓音は，特に悪心および嘔吐がある場合，機械的閉塞を示唆する。
