en,vi,ja,url
An incarcerated or strangulated hernia of any kind requires urgent surgical repair.,Thoát vị nghẹt hoặc kẹt bất kể loại nào đều cần phẫu thuật cấp cứu để phục hồi.,いずれの種類のヘルニアでも，嵌頓あるいは絞扼性の場合は緊急外科的修復が必要である。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/hernias-of-the-abdominal-wall
"An inguinal hernia is a protrusion of the abdominal contents through an acquired or congenital area of weakness or defect in the abdominal wall just above the inguinal ligament. Many inguinal hernias are asymptomatic, but some become incarcerated or strangulated, causing pain and requiring immediate surgery. Diagnosis is clinical. Treatment is surgical repair.","Thoát vị bẹn là sự nhô ra của các tạng trong ổ bụng qua một vùng thành bụng yếu hoặc khuyết tật bẩm sinh thành bụng ngay trên dây chẳng bẹn. Nhiều thoát vị bẹn không có triệu chứng, nhưng một số trường hợp bị kẹt hoặc bị thắt nghẹt gây đau và cần được phẫu thuật ngay. Chẩn đoán là lâm sàng. Điều trị là phẫu thuật sửa chữa.",鼠径ヘルニアは，鼠径靱帯直上の腹壁の後天的または先天的な脆弱または欠損部位から腹腔内臓器が脱出した状態である。多くの鼠径ヘルニアは無症状であるが，一部のヘルニアは嵌頓または絞扼状態となり，疼痛を引き起こし，直ちに手術を行う必要がある。診断は臨床的に行う。治療は待機的な外科的修復である。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
"Inguinal Hernia in Neonates  Inguinal hernias develop most often in male neonates, particularly if they are preterm (in which case the incidence is about 10%). The right side is affected most commonly, and about 10% of...  read more","Thoát vị bẹn ở trẻ sơ sinh  Thoát vị bẹn thường xảy ra nhất ở trẻ sơ sinh nam, đặc biệt là trẻ đẻ non (trong đó tỉ lệ mắc là khoảng 10%). Bên phải bị ảnh hưởng nhiều nhất và khoảng 10% số các trường hợp thoát vị bẹn là...  đọc thêm",新生児における鼠径ヘルニア  鼠径ヘルニアは，男子新生児で発生することが最も多く，早産児では特に多い（発生率は約10％）。ほとんどが右側に発生し，鼠径ヘルニアの10％は両側性である。鼠径ヘルニアは嵌頓の危険性があるため，診断後は速やかに修復を行うべきである。早産児では，典型的には体重が2kgに達するまで修復手術を行わない。対照的に， 臍ヘルニアの嵌頓はまれで，数年後に自然閉鎖するため，通常は外科的修復は必要にならない。...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
"Hernias of the Abdominal Wall  A hernia of the abdominal wall is a protrusion of the abdominal contents through an acquired or congenital area of weakness or defect in the wall. Many hernias are asymptomatic, but some become...  read more","Thoát vị thành bụng  Thoát vị của thành bụng là sự nhô ra của các tạng trong ổ bụng qua một vùng thành bụng yếu hoặc khuyết tật bẩm sinh. Nhiều thoát vị không có triệu chứng, nhưng một số trường hợp bị kẹt hoặc...  đọc thêm",腹壁ヘルニア  腹壁ヘルニアは，腹壁の後天的または先天的な脆弱または欠損部位から腹腔内臓器が脱出した状態である。多くのヘルニアは無症状であるが，一部のヘルニアは嵌頓または絞扼状態となり，疼痛を引き起こし，直ちに手術を行う必要がある。診断は臨床的に行う。治療は待機的な外科的修復である。 （ 急性腹痛も参照のこと。） 腹部ヘルニアは，極めて頻度が高く，特に男性に多くみられ，米国では毎年約70万件の手術が施行されている。...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
Inguinal hernias occur above the inguinal ligament. They can be,Thoát vị bẹn xảy ra trên dây chằng bẹn. Chúng có thể,鼠径ヘルニアは，鼠径靱帯上方で発生する。鼠径ヘルニアには以下の2種類がある：,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
Indirect: Traversing the internal inguinal ring into the inguinal canal,Gián tiếp: Đi qua vòng bẹn vào trong ống bẹn,間接型：内鼠径輪から鼠径管を通って出てくる,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
Direct: Extending directly forward and not passing through the inguinal canal,Trực tiếp: Mở rộng trực tiếp về phía trước và không đi qua ống bẹn,直接型：直接前方に出てきて，鼠径管を通らない,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
"Most patients complain of only a visible bulge, which may cause vague discomfort or be asymptomatic. They can often reduce the size of the bulge by pushing it back through the defect in the abdominal wall.","Hầu hết bệnh nhân chỉ phàn nàn về một chỗ phình có thể nhìn thấy được, có thể gây cảm giác khó chịu mơ hồ hoặc không có triệu chứng. Họ thường có thể làm giảm kích thước của khối phồng bằng cách đẩy nó trở lại qua chỗ khuyết ở thành bụng.",大半の患者は視認できる隆起を訴えるだけで，この隆起は漠然とした不快感を引き起こすか，無症状である。大部分のヘルニアは，大きなものであっても，持続的かつ愛護的に圧迫することによって用手的に還納可能であり，患者をトレンデレンブルグ体位にすることが還納に役立つことがある。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
An incarcerated hernia cannot be reduced and can be the cause of a bowel obstruction.,Thoát vị nghẹt không thể làm nhỏ lại và có thể gây tắc ruột.,嵌頓ヘルニアは還納できず，腸閉塞の原因となりうる。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
"A strangulated hernia causes steady, gradually increasing pain, typically with nausea and vomiting. The hernia itself is tender, and the overlying skin may be erythematous; peritonitis may develop depending on location, with diffuse tenderness, guarding, and rebound.","Thoát vị nghẹt gây đau từ từ liên tục tăng dần, điển hình bằng triệu chứng buồn nôn và nôn. Bản thân khối thoát vị mềm, có thể đỏ da phía ngoài; viêm phúc mạc có thể có tùy vị trí, ấn đau lan tỏa, phản ứng thành bụng và cảm ứng phúc mạc.",絞扼性ヘルニアでは，持続性の徐々に増強する疼痛が起こり，典型的には悪心および嘔吐を伴う。ヘルニア自体は圧痛をもたらし，上を覆う皮膚に紅斑がみられる場合があり，位置によっては腹膜炎が発生し，びまん性圧痛，筋性防御，反跳痛を伴う。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
Clinical evaluation,Đánh giá lâm sàng,臨床的評価,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
"The diagnosis of an inguinal hernia is clinical. Because the hernia may be apparent only when abdominal pressure is increased, the patient should be examined in a standing position. If no hernia is palpable, the patient should cough or perform a Valsalva maneuver as the examiner palpates the groin (with a finger in the inguinal canal in males).","Chẩn đoán thoát vị bẹn là chẩn đoán lâm sàng. Bởi vì khối thoát vị có thể chỉ nhìn rõ khi áp lực bụng tăng lên nên bệnh nhân nên được khám ở tư thế đứng. Nếu không có thoát vị sờ thấy, nên yêu cầu bệnh nhân ho hoặc thực hiện nghiệm pháp Valsalva khi người khám sờ nắn thành bụng (với một ngón tay ở ống bẹn ở nam giới).",鼠径ヘルニアの診断は臨床所見による。ヘルニアは腹圧上昇時のみ明らかなことがあるため，患者の診察は立位で行うべきである。ヘルニアを触知できない場合は，鼠径部の触診時（男性では鼠径管に指を1本入れる）に患者に咳をさせるか，バルサルバ法を行わせる。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
"Most hernias, even large ones, can be manually reduced with persistent gentle pressure; placing the patient in the Trendelenburg position may help.","Hầu hết các thoát vị, thậm chí cả những thoát vị lớn có thể bé lại nhờ đẩy lên bằng tay; đặt bệnh nhân ở tư thế Trendelenburg có thể có tác dụng.",病因  無痛性陰嚢腫瘤は，患者自身によって発見される場合が多いが，ルーチンの身体診察で偶然発見される場合もある。 陰嚢痛および陰嚢の疼痛を伴う腫瘤または腫脹は， 精巣捻転，精巣垂捻転， 精巣上体炎，精巣精巣上体炎，陰嚢膿瘍，外傷，絞扼性 鼠径ヘルニア， 精巣炎，またはフルニエ壊疽が原因である可能性がある。 無痛性陰嚢腫瘤には，いくつかの原因があるが（ 無痛性陰嚢腫瘤の主な原因の表を参照），最も頻度が高いのは以下のものである：...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
Etiology  A painless scrotal mass is often noticed by the patient but may be an incidental finding on routine physical examination. Scrotal pain and painful scrotal masses or swelling can be caused by...  read more,Căn nguyên  Một khối u vùng bìu không đau thường được chú ý bởi bệnh nhân nhưng cũng có thể được phát hiện ngẫu nhiên khi khám sức khoẻ định kỳ. Đau bìu và khối vùng bìu đau hoặc sưng có thể do xoắn tinh...  đọc thêm,外科的修復,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
Surgical repair,Sửa chữa bằng phẫu thuật,鼠径ヘルニアは，合併症発生率（および高齢患者ではおそらく死亡率）に上昇をもたらす絞扼のリスクがあることから，典型的には待機的修復術を行うべきである。男性における無症候性の鼠径ヘルニアは経過観察が可能であるが，症状が出現すれば待機的に修復することができる。修復は，標準的切開術または腹腔鏡下修復術によって行うことができる。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
"Inguinal hernias typically should be repaired electively because of the risk of strangulation, which results in higher morbidity (and possible mortality in older patients). Asymptomatic inguinal hernias in men can be observed; if symptoms develop, they can be repaired electively. Repair may be through a standard incision or laparoscopically.","Thoát vị bẹn thường cần phải phục hồi theo lịch mổ phiên do nguy cơ bị nghẹt gây tỉ lệ mắc bệnh cao hơn (và có thể tử vong ở những bệnh nhân cao tuổi). Có thể theo dõi thoát vị bẹn không triệu chứng ở nam giới; nếu có triệu chứng, có thể phục hồi theo lịch mổ phiên. Việc phục hồi bằng phẫu thuật có thể là mổ mở tiêu chuẩn hoặc nội soi ổ bụng.",いずれの種類のヘルニアでも，嵌頓あるいは絞扼性の場合は緊急外科的修復が必要である。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
An incarcerated or strangulated hernia of any kind requires urgent surgical repair.,Thoát vị nghẹt hoặc kẹt bất kể loại nào đều cần phẫu thuật cấp cứu để phục hồi.,鼠径ヘルニアには直接型と間接型がある。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
Inguinal hernias can be direct or indirect.,Thoát vị bẹn có thể trực tiếp hoặc gián tiếp.,絞扼の症状としては，増強する疼痛および圧痛のほか，ときに紅斑もみられ，腹膜炎が続発することもある。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
"Manifestations of strangulation include increasing pain and tenderness, sometimes erythema; peritonitis may follow.","Các biểu hiện của tình trạng nghẹt bao gồm đau và đau khi sờ, đôi khi có ban đỏ; sau đó có thể viêm phúc mạc.",絞扼および緊急手術を避けるため，待機的な外科的修復を行う。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/inguinal-hernia
"Ileus is a temporary arrest of intestinal peristalsis. It occurs most commonly after abdominal surgery, particularly when the intestines have been manipulated. Symptoms are nausea, vomiting, and vague abdominal discomfort. Diagnosis is based on x-ray findings and clinical impression. Treatment is supportive, with nasogastric suction and IV fluids.","Tắc ruột cơ năng là sự ngưng trệ tạm thời nhu động ruột. Tình trạng này xảy ra phổ biến nhất sau khi phẫu thuật bụng, đặc biệt là khi ruột đã được thao tác. Triệu chứng là buồn nôn, nôn và khó chịu mơ hồ ở vùng bụng. Chẩn đoán dựa trên hình ảnh X-quang và lâm sàng. Điều trị bao gồm hỗ trợ, đặt sonde dạ dày và truyền dịch.",イレウスとは，腸蠕動が一時的に停止した状態である。腹部手術後，特に腸管に操作を加えた場合に最もよくみられる。症状は悪心，嘔吐，および漠然とした腹部不快感である。診断はX線所見および臨床像に基づく。治療は支持療法であり，経鼻胃管吸引と輸液を行う。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
The most common cause of ileus is,Nguyên nhân phổ biến nhất gây tắc ruột cơ năng là,イレウスの最も一般的な原因は以下のものである：,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Abdominal surgery,Phẫu thuật bụng,腹部手術,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Other causes include,Các nguyên nhân khác bao gồm,その他の原因としては以下のものがある：,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
"Appendicitis  Appendicitis is acute inflammation of the vermiform appendix, typically resulting in abdominal pain, anorexia, and abdominal tenderness. Diagnosis is clinical, often supplemented by CT or ultrasonography...  read more","Viêm ruột thừa  Viêm ruột thừa là tình trạng viêm cấp tính của ruột thừa giống con sâu, thường dẫn đến đau bụng, chán ăn và đau bụng. Chẩn đoán dựa vào lâm sàng, thường có siêu âm hoặc cắt lớp vi tính hỗ trợ...  đọc thêm",虫垂炎  虫垂炎は虫垂の急性炎症で，典型的には腹痛，食欲不振，および腹部圧痛を引き起こす。診断は臨床的に行い，しばしばCTまたは超音波検査で補完する。治療は虫垂の外科的切除である。 （ 急性腹痛も参照のこと。） 米国では，急性虫垂炎は外科手術を要する急性腹痛の最も頻度の高い原因である。一般集団の5％以上がいずれかの時点で虫垂炎を発症する。10～20歳代に最も多く発症するが，あらゆる年齢層で起こりうる。...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
"Abdominal Aortic Aneurysms (AAA)  Abdominal aortic diameter ≥ 3 cm typically constitutes an abdominal aortic aneurysm. The cause is multifactorial, but atherosclerosis is often involved. Most aneurysms grow slowly (~10%/year)...  read more","Phình động mạch chủ bụng (AAA)  Đường kính động mạch chủ bụng ≥ 3 cm thường là phình động mạch chủ bụng. Nguyên nhân do nhiều yếu tố, nhưng thường liên quan đến xơ vữa động mạch. Hầu hết phình động mạch phát triển chậm (~10%/năm)...  đọc thêm",腹部大動脈瘤 （AAA）  典型的には，腹部大動脈の直径が3cm以上になった場合に腹部大動脈瘤とみなされる。原因は多因子から成るが，動脈硬化が関係している場合が多い。ほとんどの動脈瘤は症状を引き起こすことなく徐々に（およそ年10％のペース）大きくなり，大半が偶然発見される。破裂のリスクは動脈瘤の大きさに比例する。診断は超音波検査またはCTにより行う。治療は外科手術または血管内ステントグラフト内挿術による。...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Hypokalemia  Hypokalemia is serum potassium concentration < 3.5 mEq/L (< 3.5 mmol/L) caused by a deficit in total body potassium stores or abnormal movement of potassium into cells. The most common...  read more,"Hạ kali máu  Hạ kali máu là nồng độ kali huyết thanh < 3,5 mEq/L (< 3,5 mmol/L) gây ra bởi sự thiếu hụt trong tổng lượng kali cơ thể hoặc sự di chuyển bất thường của kali vào trong tế bào. Nguyên nhân...  đọc thêm",低カリウム血症  低カリウム血症とは，体内の総カリウム貯蔵量の不足またはカリウムの細胞内への異常な移動によって血清カリウム濃度が3.5mEq/L（3.5mmol/L）未満となった状態である。最も頻度の高い原因は腎臓または消化管からの過剰喪失である。臨床的特徴としては筋力低下や多尿などがあり，重度の低カリウム血症では心臓の興奮性亢進が生じることがある。診断は血清学的検査による。治療はカリウム投与および原因の管理である。...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
"Medications (eg, opioids, anticholinergics, sometimes calcium channel blockers)","Thuốc (ví dụ: thuốc phiện, thuốc kháng cholinergic, đôi khi là thuốc chẹn kênh canxi)",薬物（例，オピオイド，抗コリン薬，ときにカルシウム拮抗薬）,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Rib Fracture  One or more ribs can be fractured due to blunt chest injury. (See also Overview of Thoracic Trauma.) This x-ray of the chest shows multiple fractures to the right ribs (seen on left). Typically...  read more,Gãy xương sườn  Một hoặc nhiều xương sườn có thể bị gãy do chấn thương. (Xem thêm Tổng quan về Chấn thương ngực.) Chụp X-quang ngực cho thấy nhiều vết gãy ở xương sườn bên phải (nhìn bên trái). Thông thường...  đọc thêm,肋骨骨折  胸部の鈍的損傷により1本以上の肋骨が骨折する可能性がある。 （ 胸部外傷の概要も参照のこと。） この胸部X線写真では，右肋骨に複数の骨折がみられる（写真では左側）。 一般的には，肋骨骨折は胸壁への鈍的損傷の結果生じ，通常は強い力（例，急激な減速，野球のバット，重大な転倒による）が関与するが，ときに高齢者の場合，軽度または中等度の力（例，軽い転倒）だけで骨折に至る。3本以上の隣接する肋骨が別々の2カ所で骨折した場合，骨折部が...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
"Gastric and colonic motility disturbances after abdominal surgery are common. The small bowel is typically least affected, with motility and absorption returning to normal within hours after surgery. Stomach emptying is usually impaired for about 24 hours or more. The colon is often most affected and may remain inactive for 48 to 72 hours or more.","Rối loạn nhu động dạ dày và nhu động đại tràng sau khi phẫu thuật bụng là phổ biến. Ruột non thường ít bị ảnh hưởng nhất, khi nhu động và hấp thu trở lại bình thường trong vòng vài giờ sau phẫu thuật. Quá trình làm rỗng dạ dày thường giảm trong khoảng từ 24 giờ trở lên. Đại tràng thường bị ảnh hưởng nhiều nhất và có thể vẫn không hoạt động trong khoảng từ 48 đến 72 giờ trở lên.",腹部手術後には胃および大腸の運動障害がよくみられる。典型的には小腸に対する影響は最も小さく，運動および吸収は術後数時間以内に正常に戻る。胃内容の排出は通常約24時間以上にわたり阻害される。大腸は最も侵される頻度の高い部位であり，48～72時間以上にわたって活動を停止することがある。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Intestinal Obstruction  Intestinal obstruction is significant mechanical impairment or complete arrest of the passage of contents through the intestine due to pathology that causes blockage of the bowel. Symptoms include...  read more,"Tắc ruột non  Tắc ruột là tình trạng suy giảm cơ học đáng kể hoặc bị ngừng hoàn toàn việc vận chuyển các chất trong ruột do bệnh lý gây tắc ruột. Các triệu chứng bao gồm đau thắt, nôn ói, bí trung đại tiện...  đọc thêm",腸閉塞  腸閉塞は，腸の閉塞を引き起こす病態によって，腸内容の腸管内通過の有意な機械的障害または完全停止が引き起こされた状態である。症状としては痙攣痛，嘔吐，重度で持続性の便秘，放屁の消失などがある。診断は臨床的に行い，腹部X線検査により確定する。治療は，輸液蘇生および経鼻胃管吸引により行い，完全閉塞のほとんどの症例で手術を施行する。 （ 急性腹痛も参照のこと。） 機械的閉塞は，小腸閉塞（十二指腸を含む）と大腸閉塞に分類される。閉塞は，部分または...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Clinical evaluation,Đánh giá lâm sàng,臨床的評価,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Sometimes x-rays,Đôi khi cần chụp X-quang,ときにX線検査,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Diagnosis  Intestinal obstruction is significant mechanical impairment or complete arrest of the passage of contents through the intestine due to pathology that causes blockage of the bowel. Symptoms include...  read more,"Chẩn đoán  Tắc ruột là tình trạng suy giảm cơ học đáng kể hoặc bị ngừng hoàn toàn việc vận chuyển các chất trong ruột do bệnh lý gây tắc ruột. Các triệu chứng bao gồm đau thắt, nôn ói, bí trung đại tiện...  đọc thêm",診断  腸閉塞は，腸の閉塞を引き起こす病態によって，腸内容の腸管内通過の有意な機械的障害または完全停止が引き起こされた状態である。症状としては痙攣痛，嘔吐，重度で持続性の便秘，放屁の消失などがある。診断は臨床的に行い，腹部X線検査により確定する。治療は，輸液蘇生および経鼻胃管吸引により行い，完全閉塞のほとんどの症例で手術を施行する。 （ 急性腹痛も参照のこと。） 機械的閉塞は，小腸閉塞（十二指腸を含む）と大腸閉塞に分類される。閉塞は，部分または...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Intestinal Obstruction  Intestinal obstruction is significant mechanical impairment or complete arrest of the passage of contents through the intestine due to pathology that causes blockage of the bowel. Symptoms include...  read more,"Tắc ruột non  Tắc ruột là tình trạng suy giảm cơ học đáng kể hoặc bị ngừng hoàn toàn việc vận chuyển các chất trong ruột do bệnh lý gây tắc ruột. Các triệu chứng bao gồm đau thắt, nôn ói, bí trung đại tiện...  đọc thêm",経鼻胃管吸引,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Nasogastric suction,Hút dịch dạ dày,輸液,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
IV fluids,Truyền dịch,イレウスの治療として，持続的な経鼻胃管吸引，絶食，輸液および電解質の静脈内投与，必要最小限の鎮静薬投与，オピオイドおよび抗コリン薬の回避を行う。十分な血清カリウム値（4mEq/L［4.00mmol/L］超）の維持は特に重要である。1週間を超えて持続するイレウスは，おそらく機械的腸閉塞が原因であり，開腹を考慮すべきである。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
"Treatment of ileus involves continuous nasogastric suction, nothing by mouth, IV fluids and electrolytes, a minimal amount of sedatives, and avoidance of opioids and anticholinergic medications. Maintaining an adequate serum potassium level (> 4 mEq/L [> 4.00 mmol/L]) is especially important. Ileus persisting > 1 week probably has a mechanical obstructive cause, and laparotomy should be considered.","Điều trị tắc ruột bao gồm hút mũi dạ dày liên tục, không dùng gì qua đường miệng, truyền dịch và chất điện giải qua đường tĩnh mạch, một lượng tối thiểu thuốc an thần và tránh dùng thuốc phiện và thuốc kháng cholinergic. Duy trì nồng độ kali máu (> 4 mEq/L [> 4,00 mmol/L]) là điều đặc biệt quan trọng. Tắc ruột cơ năng, kéo dài > 1 tuần có thể có nguyên nhân gây tắc nghẽn cơ học, do vậy nên xem xét nội soi thăm dò ổ bụng.",ときに大腸イレウスは大腸内視鏡検査による減圧で治癒することがあり，まれに盲腸吻合術が必要である。偽閉塞（Ogilvie症候群）は，脾弯曲部に明らかな閉塞があるが，この部位でのガスおよび便の通過障害の原因が下部消化管造影や大腸内視鏡検査で特定できない病態であり，偽閉塞の治療には大腸内視鏡による減圧が役立つ。Ogilvie症候群の治療にネオスチグミンの静注（心電図モニタリングが必要）を用いる医師もいる。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
"Sometimes colonic ileus can be relieved by colonoscopic decompression; rarely, cecostomy is required. Colonoscopic decompression is helpful in treating pseudo-obstruction (Ogilvie syndrome), which consists of apparent obstruction at the splenic flexure, although no cause can be found by contrast enema or colonoscopy for the failure of gas and feces to pass this point. Some clinicians use IV neostigmine (which requires cardiac monitoring) to treat Ogilvie syndrome.","Đôi khi tắc ruột cơ năng ở đại tràng có thể được giải quyết bằng nội soi giải áp, rất hiếm phải cắt đại tràng. Nội soi giải áp đại tràng có thể hữu ích trong điều trị giả tắc ruột (hội chứng Ogilvie), bao gồm tắc nghẽn ở đại tràng góc lách, mặc dù không có nguyên nhân nào có thể được tìm thấy trên phim chụp với chất cản quang thụt đại tràng hoặc nội soi đại tràng không làm cho lưu thông khí và phân qua chỗ tắc. Một số bác sĩ sử dụng neostigmine truyền tĩnh mạch (cần theo dõi tim) để điều trị hội chứng Ogilvie.",イレウスには多くの原因があるが，最も一般的な原因は腹部手術である。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
There are many causes of ileus; abdominal surgery is the most common.,"Có nhiều nguyên nhân gây tắc ruột cơ năng, nhưng phổ biến nhất là phẫu thuật ổ bụng.",聴診では腸雑音消失または蠕動微弱を認める。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Auscultation reveals a silent abdomen or minimal peristalsis.,Nghe thấy bụng im lặng hoặc rất ít nhu động.,イレウスと腸閉塞を鑑別する。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Distinguish ileus from intestinal obstruction.,Phân biệt tắc ruột cơ năng với tắc ruột non.,経鼻胃管吸引と輸液で治療する。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Treat with nasogastric suction and IV fluids.,Điều trị bao gồm hút dịch qua ống sông mũi dạ dày và truyền dịch.,オピオイドおよび抗コリン薬の使用は避ける。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/ileus
Specific measures,Các biện pháp cụ thể,特異的な治療法,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/intestinal-obstruction
"Intestinal obstruction is significant mechanical impairment or complete arrest of the passage of contents through the intestine due to pathology that causes blockage of the bowel. Symptoms include cramping pain, vomiting, obstipation, and lack of flatus. Diagnosis is clinical and confirmed by abdominal x-rays. Treatment is fluid resuscitation, nasogastric suction, and, in most cases of complete obstruction, surgery.","Tắc ruột là tình trạng suy giảm cơ học đáng kể hoặc bị ngừng hoàn toàn việc vận chuyển các chất trong ruột do bệnh lý gây tắc ruột. Các triệu chứng bao gồm đau thắt, nôn ói, bí trung đại tiện, không có hơi. Chẩn đoán dựa vào lâm sàng, xác định bởi chụp phim X-quang bụng. Điều trị gồm bồi phụ lại khối lượng tuần hoàn, hút dịch qua sông mũi dạ dày, và phẫu thuật trong hầu hết các trường hợp tắc ruột hoàn toàn.",腸閉塞は，腸の閉塞を引き起こす病態によって，腸内容の腸管内通過の有意な機械的障害または完全停止が引き起こされた状態である。症状としては痙攣痛，嘔吐，重度で持続性の便秘，放屁の消失などがある。診断は臨床的に行い，腹部X線検査により確定する。治療は，輸液蘇生および経鼻胃管吸引により行い，完全閉塞のほとんどの症例で手術を施行する。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/acute-abdomen-and-surgical-gastroenterology/intestinal-obstruction
