Id,Language,Text,Expected
7e50d4d4c7d348782c8038e599537d9b,en,"Acute watery diarrhea is probably viral, and testing is not indicated unless the diarrhea persists. Although rotavirus and enteric adenovirus infections can be diagnosed using commercially available rapid assays that detect viral antigen in the stool, these assays are rarely indicated.","Tiêu chảy cấp phân toàn nước có thể là do vi rút và xét nghiệm không được chỉ định trừ khi tiêu chảy kéo dài. Mặc dù có thể chẩn đoán được các bệnh nhiễm trùng do rotavirus và enteric adenovirus bằng cách sử dụng các xét nghiệm nhanh có sẵn trên thị trường để phát hiện kháng nguyên vi rút trong phân, nhưng các xét nghiệm này hiếm khi được chỉ định."
600fae48582332f04c0c794f323b6ba3,en,"Subacute and chronic watery diarrhea require testing for parasitic causes, typically with microscopic stool examination for ova and parasites. Fecal antigen tests are available for Giardia     Giardiasis  Giardiasis is infection with the flagellated protozoan Giardia duodenalis (G. lamblia, G. intestinalis). Infection can be asymptomatic or cause symptoms ranging from intermittent...  read more     , Cryptosporidia     Cryptosporidiosis  Cryptosporidiosis is infection with the protozoan Cryptosporidium. The primary symptom is watery diarrhea, often with other signs of gastrointestinal distress. Illness is typically self-limited...  read more        , and Entamoeba histolytica     Amebiasis  Amebiasis is infection with Entamoeba histolytica. It is acquired by fecal-oral transmission. Infection is commonly asymptomatic, but symptoms ranging from mild diarrhea to severe dysentery...  read more      and are more sensitive than microscopic stool examination.","Tiêu chảy bán cấp và mạn tính phân toàn nước cần phải xét nghiệm tìm các nguyên nhân ký sinh trùng, thường là bằng soi phân để tìm ký sinh trùng và trứng. Có xét nghiệm kháng nguyên trong phân để tìm Giardia     Bệnh do nhiễm Gardia  Bệnh do Giardia là bệnh nhiễm trùng do trùng roi Giardia duodenalis đơn bào (G. lamblia, G. intestinalis) gây ra. Người nhiễm bệnh có thể không có triệu chứng hoặc có triệu...  đọc thêm     , Cyptosporidia     Nhiễm Cryptosporidium  Bệnh do Cryptosporidium là bệnh nhiễm trùng gây ra bởi nhiễm Cryptosporidium. Triệu chứng hay gặp của bệnh là tiêu chảy phân nước và đôi khi các dấu hiệu nguy hiểm đường tiêu hóa khác...  đọc thêm         và Entamoeba histolytica     Nhiễm amip  Nhiễm amip là bệnh nhiễm đơn bào Entamoeba histolytica. Bệnh lây truyền qua đường phân - miệng. Khi nhiễm amip thông thường không có triệu chứng, tuy nhiên các triệu chứng đi ngoài nhẹ...  đọc thêm      và có độ nhạy cao hơn so với xét nghiệm soi phân."
f8ad0d61364c7f7e180ffb1a5ca8217e,en,"Acute inflammatory diarrhea without gross blood can be recognized by the presence of leukocytes on stool examination. Patients should have stool culture for typical enteric pathogens (eg, Salmonella     Overview of Salmonella Infections  The genus Salmonella is divided into 2 species, S. enterica and S. bongori, which include > 2500 known serotypes. Some of these serotypes are named. In such cases, common...  read more     , Shigella     Shigellosis  Shigellosis is an acute infection of the intestine caused by the gram-negative Shigella species. Symptoms include fever, nausea, vomiting, tenesmus, and diarrhea that is usually bloody...  read more     , Campylobacter     Campylobacter and Related Infections  Campylobacter infections typically cause self-limited diarrhea but occasionally cause bacteremia, with consequent endocarditis, osteomyelitis, or septic arthritis. Diagnosis is by culture...  read more     , E. coli     Escherichia coli Infections  The gram-negative bacterium Escherichia coli is the most numerous aerobic commensal inhabitant of the large intestine. Certain strains cause diarrhea, and all can cause infection when...  read more     ).","Tiêu chảy cấp do viêm không có máu đại thể có thể được phát hiện bởi sự hiện diện của bạch cầu trong soi phân. Bệnh nhân cần phải cấy phân tìm các mầm bệnh đường ruột điển hình (ví dụ: Salmonella     Tổng quan về nhiễm trùng Salmonella  Chi Salmonella được chia thành 2 loài, S. enterica và S. bongori, bao gồm hơn 2500 kiểu huyết thanh đã biết. Một số loại typ huyết thanh đã được đặt tên. Trong nhiều trường...  đọc thêm     , Shigella     Bệnh lỵ  Lỵ trực khuẩn là một nhiễm trùng ruột cấp tính do loài Shigella gây ra. Các triệu chứng bao gồm sốt, buồn nôn, nôn mửa, mót rặn và tiêu chảy thường có máu. Chẩn đoán dựa vào lâm sàng...  đọc thêm     , Campylobacter     Campylobacter and Related Infections  Nhiễm Campylobacter thường gây ra tiêu chảy và đôi khi gây vãng khuẩn huyết, viêm nội tâm mạc nhiễm khuẩn, viêm tủy xương, hoặc viêm khớp nhiễm khuẩn. Chẩn đoán là qua nuôi cấy, thường...  đọc thêm     , E. coli     Nhiễm khuẩn do Escherichia coli  Vi khuẩn gram âm Escherichia coli là sinh vật sống chung hiếu khí nhiều nhất trong ruột già. Một số chủng gây tiêu chảy và tất cả có thể gây nhiễm trùng khi xâm nhập vào các vùng vô trùng...  đọc thêm     )."
e02230570c0fec2c7b5d8418bbcd5298,en,"Acute inflammatory diarrhea with gross blood should also prompt testing specifically for E. coli O157:H7, as should nonbloody diarrhea during a known outbreak. Specific cultures must be requested because this organism is not detected on standard stool culture media. Alternatively, a rapid enzyme assay for the detection of Shiga toxin in stool can be done; a positive test indicates infection with E. coli O157:H7 or one of the other serotypes of enterohemorrhagic E. coli. (NOTE: Shigella species in the United States do not produce Shiga toxin.) However, a rapid enzyme assay is not as sensitive as culture. Polymerase chain reaction testing is used to detect Shiga toxin in some centers.","Tiêu chảy cấp do viêm có máu đại thể cũng nên nhanh chóng làm xét nghiệm đặc hiệu với E. coli O157:H7, như là tiêu chảy không có máu trong một đợt bùng phát dịch đã biết. Phải yêu cầu nuôi cấy cụ thể vì không thể phát hiện được sinh vật này trên môi trường nuôi cấy phân tiêu chuẩn. Ngoài ra, xét nghiệm enzyme nhanh để phát hiện độc tố Shiga trong phân có thể được thực hiện; kết quả dương tính cho thấy nhiễm E. coli O157:H7 hoặc một trong các phân nhóm của E. coli xuất huyết đường ruột. (LƯU Ý: các loài Shigella ở Hoa Kỳ không sản sinh độc tố Shiga.) Tuy nhiên, xét nghiệm enzyme nhanh không nhạy như nuôi cấy. Xét nghiệm phản ứng chuỗi Polymerase được sử dụng để phát hiện độc tố Shiga ở một số trung tâm."
e1794969e3620f3edc9f0b9afa2fbf5c,en,"Adults with grossly bloody diarrhea may require endoscopic evaluation (sigmoidoscopy or colonoscopy) for further evaluation. Candidates for endoscopy include at-risk patients such as those with a history of inflammatory bowel disease or immunocompromise (in the case of suspected cytomegalovirus colitis). Appearance of the colonic mucosa may help diagnose amebic dysentery, shigellosis, and E. coli O157:H7 infection, although ulcerative colitis     Diagnosis  Ulcerative colitis is a chronic inflammatory and ulcerative disease arising in the colonic mucosa, characterized most often by bloody diarrhea. Extraintestinal symptoms, particularly arthritis...  read more         may cause similar lesions. Biopsy and culture are helpful in making a diagnosis.","Người lớn bị tiêu chảy ra máu đại thể có thể cần phải có đánh giá bằng nội soi (soi đại tràng sigma hoặc nội soi đại tràng) để đánh giá thêm. Ứng viên cho nội soi bao gồm những bệnh nhân có nguy cơ như là những người có tiền sử bệnh viêm ruột hoặc bị suy giảm miễn dịch (trong trường hợp nghi ngờ viêm đại tràng do cytomegalovirus). Bề ngoài của niêm mạc đại tràng có thể giúp chẩn đoán lỵ, nhiễm shigella và E. coli O157:H7, mặc dù viêm đại tràng thể loét     Chẩn đoán  Viêm đại tràng thể loét là một bệnh viêm mạn tính và loét xuất hiện ở niêm mạc đại tràng, thường đặc trưng nhất bởi tiêu chảy phân máu. Có thể có các triệu chứng ngoài ruột, đặc biệt là viêm...  đọc thêm         có thể gây ra các tổn thương tương tự. Sinh thiết và nuôi cấy rất hữu ích trong việc đưa ra chẩn đoán."
68d118103046eb579c40c648a9114e3b,en,"Patients with a history of recent antibiotic use or other risk factors for C. difficile infection (eg, inflammatory bowel disease     Overview of Inflammatory Bowel Disease  Inflammatory bowel disease (IBD), which includes Crohn disease and ulcerative colitis, is a relapsing and remitting condition characterized by chronic inflammation at various sites in the gastrointestinal...  read more     , use of proton pump inhibitors) should have a stool assay for C. difficile toxin, but testing should also be done in patients with significant illness even when these risk factors are not present because about 25% of cases of C. difficile infection currently occur in people without identified risk factors. Historically, enzyme immunoassays for toxins A and B were used to diagnose C. difficile infection. However, nucleic acid amplification tests targeting one of the C. difficile toxin genes or their regulator have been shown to have higher sensitivity and are now the diagnostic tests of choice in most cases.","Bệnh nhân có tiền sử sử dụng kháng sinh gần đây hoặc các yếu tố nguy cơ khác với nhiễm C. difficile (ví dụ, viêm đại tràng     Tổng quan về bệnh viêm ruột  Bệnh viêm ruột (IBD), bao gồm Bệnh Crohn và viêm đại tràng thể loét, là một tình trạng tái phát và thuyên giảm, đặc trưng bởi tình trạng viêm mạn tính tại các vị trí khác nhau trong đường tiêu...  đọc thêm     , sử dụng các thuốc ức chế bơm proton) nên làm xét nghiệm phân tìm độc tố của C. difficile, nhưng xét nghiệm cũng nên được thực hiện ở những bệnh nhân bị bệnh nặng ngay cả khi không có các yếu tố nguy cơ này bởi vì khoảng 25% số trường hợp nhiễm C. difficile hiện nay xảy ra ở những người không có các yếu tố nguy cơ đã xác định. Trước đây, xét nghiệm miễn dịch enzym để tìm các độc tố A và B đã được sử dụng để chẩn đoán nhiễm C. difficile. Tuy nhiên, xét nghiệm khuếch đại acid nucleic nhắm đến một trong các gen độc tố của C. difficile hoặc chất điều hòa của chúng đã được chứng minh là có độ nhạy cao hơn và hiện tại là xét nghiệm chẩn đoán được lựa chọn trong hầu hết các trường hợp."
6425f2e44282e03eefeb897965ff5f68,en,"Serum electrolytes, blood urea nitrogen (BUN), and creatinine should be obtained to evaluate hydration and acid-base status in patients who appear seriously ill.","Cần làm xét nghiệm chất điện giải trong huyết thanh, ure nitrogen máu (BUN) và creatinine để đánh giá tình trạng bù nước và tình trạng toan-kiềm ở những bệnh nhân bị bệnh nghiêm trọng."
46f904068463befedcd213f07b16a57d,en,"Complete blood count (CBC) is nonspecific, although eosinophilia     Eosinophilia  Eosinophilia is defined as a peripheral blood eosinophil count > 500/mcL (> 0.5 × 109/L). Causes and associated disorders are myriad but often represent an allergic reaction or...  read more         may indicate parasitic infection.","Công thức máu (CBC) không đặc hiệu, mặc dù tăng bạch cầu ái toan     Eosinophilia (tăng bạch cầu ưa axit)  Tăng bạch cầu ưa axit số lượng ở máu ngoại vi > 500/mcL (> 0.5 × 109/L). Rất nhiều nguyên nhân và rối loạn liên quan nhưng thường đại diện cho phản ứng dị ứng hoặc nhiễm ký sinh...  đọc thêm         có thể là biểu hiện của nhiễm ký sinh trùng."
13c209905cf1c998cd886199deaf29e4,en,Renal function tests and CBC should be done about a week after the start of symptoms in patients with E. coli O157:H7 to detect early-onset hemolytic-uremic syndrome.,Xét nghiệm chức năng thận và công thức máu nên được thực hiện khoảng một tuần sau khi triệu chứng khởi phát ở bệnh nhân có E. coli O157:H7 để phát hiện sớm khởi phát hội chứng tan máu-ure huyết.
3db7cc8dcd481f15292ef12630b823cf,en,"1. Torres-Miranda D, Akselrod H, Karsner R, et al: Use of BioFire FilmArray gastrointestinal PCR panel associated with reductions in antibiotic use, time to optimal antibiotics, and length of stay. BMC Gastroenterol 20(1):246, 2020. doi: 10.1186/s12876-020-01394-w","1. Torres-Miranda D, Akselrod H, Karsner R, et al: Use of BioFire FilmArray gastrointestinal PCR panel associated with reductions in antibiotic use, time to optimal antibiotics, and length of stay. BMC Gastroenterol 20(1):246, 2020 doi: 10.1186/s12876-020-01394-w"
e337c82228290e726010813aeac654e5,en,Oral or IV rehydration,Bù dịch đường uống hoặc đường tĩnh mạch
55fc6750cb8cfb83c9a15bd728c9fcfe,en,Consideration of antidiarrheal agents if C. difficile or E. coli O157:H7 infection is not suspected,Xem xét các thuốc chống tiêu chảy nếu không nghi ngờ nhiễm C. difficile hoặc là E. coli O157:H7
bb748d3719c96a9ed8b8c1fd154c9928,en,Antibiotics only in select cases,Kháng sinh chỉ dùngtrong một số trường hợp chọn lọc.
fe586c0eb1f23edccdf7f93871c699d9,en,Supportive treatment is all that is needed for most patients. Bed rest with convenient access to a toilet or bedpan is desirable.,Điều trị hỗ trợ là tất cả những gì hầu hết các bệnh nhân cần. Nghỉ ngơi tại giường với lối đi tiện lợi đến nhà vệ sinh hoặc giường ngủ là điều cần có.
dfc7c4af2d8b93332434c73b0996e44b,en,"Oral glucose-electrolyte solutions, broth, or bouillon may prevent dehydration or treat mild dehydration. Even if vomiting, the patient should take frequent small sips of such fluids; vomiting may abate with volume replacement. For patients with E. coli O157:H7 infection, rehydration with isotonic IV fluids may attenuate the severity of any renal injury should hemolytic-uremic syndrome develop. Children may become dehydrated more quickly and should be given an appropriate rehydration solution (several are available commercially—see Oral Rehydration     Oral Rehydration  Oral fluid therapy is effective, safe, convenient, and inexpensive compared with IV therapy. Oral fluid therapy is recommended by the American Academy of Pediatrics and the World Health Organization...  read more     ). Carbonated beverages and sports drinks lack the correct ratio of glucose to sodium and thus are not appropriate, particularly for children < 5 years. If the child is breastfed, breastfeeding should continue. If vomiting is protracted or if severe dehydration is prominent, IV replacement of volume and electrolytes is necessary (see Intravenous Fluid Resuscitation     Intravenous Fluid Resuscitation  Almost all circulatory shock states require large-volume IV fluid replacement, as does severe intravascular volume depletion (eg, due to diarrhea or heatstroke). Intravascular volume deficiency...  read more     ).","Dung dịch glucose-điện giải đường uống, nước dùng hoặc nước canh thịt có thể ngăn ngừa mất nước hoặc điều trị mất nước nhẹ. Ngay cả khi nôn, bệnh nhân cũng nên uống từng ngụm nhỏ các loại dịch trên; nôn có thể giảm đi bằng cách bù thể tích. Đối với bệnh nhân nhiễm E. coli O157:H7, bù dịch đẳng trương đường truyền tĩnh mạch có thể làm suy giảm mức độ nặng của bất kỳ tổn thương thận nào khiến hội chứng tan máu-urê phát sinh. Trẻ em có thể bị mất nước nhanh hơn và cần được cung cấp một giải pháp bù nước thích hợp (một số loại có bán trên thị trường – xem Bù nước theo đường uống     Bù dịch đường uống  Liệu pháp dung dịch uống có hiệu quả, an toàn, tiện lợi và không tốn kém so với liệu pháp truyền tĩnh mạch. Liệu pháp uống nước được Học viện Nhi khoa Hoa Kỳ và Tổ chức Y tế Thế giới (WHO) khuyến...  đọc thêm     ). Nước giải khát có ga và đồ uống thể thao tỷ lệ đường glucose và natri nhỏ không phù hợp, đặc biệt là đối với trẻ em < 5 tuổi. Nếu trẻ bú mẹ, nên tiếp tục cho bú sữa mẹ Nếu nôn kéo dài hoặc nếu mất nước nghiêm trọng, cần phải bù dịch và chất điện giải qua đường tĩnh mạch (xem Hồi sức bằng dịch truyền tĩnh mạch     Hồi sức tĩnh mạch  Hầu như tất cả tình trạng tuần hoàn sốc cần truyền IV dung dịch thể tích lớn, cũng như thiếu thể tích lòng mạch trầm trọng (ví dụ do tiêu chảy hoặc say nắng). Thiếu thể tích trong mạch máu được...  đọc thêm     )."
adb773e8f84e194eb65c93d9cbe449a2,en,"When the patient can tolerate fluids without vomiting and the appetite has begun to return, food may be gradually restarted. Although commonly recommended, there is no demonstrated benefit to restricting the diet to bland food (eg, cereal, gelatin, bananas, toast). Some patients have temporary lactose intolerance.","Khi bệnh nhân có thể dung nạp chất lỏng mà không bị nôn ói và cảm giác thèm ăn đã bắt đầu trở lại, có thể bắt đầu ăn lại dần dần. Mặc dù thường được khuyến nghị, nhưng không có lợi ích nào được chứng minh khi hạn chế chế độ ăn kiêng với thức ăn nhạt (ví dụ: ngũ cốc, gelatin, chuối, bánh mì nướng). Một số bệnh nhân có không dung nạp lactose tạm thời."
057a814ae73def8d54a2b07f1e967e67,en,"Antidiarrheal (antimotility) agents are not recommended in pediatric cases and therefore should be avoided in children < 18 years of age with acute diarrhea (see also the Infectious Diseases Society of America's 2017 clinical practice guidelines for the diagnosis and management of infectious diarrhea). Use of antidiarrheal agents is contraindicated in children < 2 years of age. These agents are generally safe for adult patients with watery diarrhea (as shown by heme-negative stool). However, antidiarrheals may cause deterioration of patients with C. difficile or E. coli O157:H7 infection and thus should not be given to any patient with recent antibiotic use, heme-positive or bloody stool, or diarrhea with fever, pending specific diagnosis.","Thuốc chống tiêu chảy (chống nhu động) không được khuyến cáo trong các trường hợp trẻ em và do đó nên tránh dùng cho trẻ em < 18 tuổi bị tiêu chảy cấp (xem thêm 2017 clinical practice guidelines for the diagnosis and management of infectious diarrhea của Infectious Diseases Society of America). Chống chỉ định sử dụng thuốc chống tiêu chảy ở trẻ em < 2 tuổi. Các thuốc này thường an toàn cho bệnh nhân người lớn bị tiêu chảy phân toàn nước (như cho thấy với phân âm tính với heme). Tuy nhiên, thuốc chống tiêu chảy có thể gây suy nhược cho bệnh nhân nhiễm C. difficile hoặc là E. coli O157:H7 và do đó không nên chỉ định cho bất kỳ bệnh nhân sử dụng kháng sinh gần đây hoặc heme dương tính trong phân, phân có máu, hoặc tiêu chảy kèm theo sốt, đang chờ chẩn đoán cụ thể."
ffac159a9538b9752bc90cd750811fe0,en,Effective antidiarrheals include loperamide or diphenoxylate/atropine.,Thuốc chống tiêu chảy hiệu quả bao gồm loperamid hoặc diphenoxylate/atropine.
91c23f1f50a58d46ba57c6871d2f798f,en,"If vomiting is severe and a surgical condition (eg, small-bowel obstruction) has been excluded, an antiemetic may be beneficial. Medications useful in adults include ondansetron, prochlorperazine, and promethazine.","Nếu nôn dữ dội và đã loại trừ bệnh lý ngoại khoa (ví dụ tắc nghẽn ruột non), sử dụng thuốc chống nôn có thể có hiệu quả. Các loại thuốc hữu ích ở người lớn bao gồm ondansetron, prochlorperazine và promethazine."
818b446211cbc6c10cdeff2efc87d4f5,en,"Do not use antidiarrheal agents in adults with suspected C. difficile or E. coli O157:H7 infection (eg, with recent antibiotic use, bloody diarrhea, heme-positive stool, or diarrhea with fever) or in children.","Không sử dụng thuốc chống tiêu chảy ở người lớn nghi ngờ nhiễm C. difficile hoặc E. coli O157:H7 (ví dụ: mới sử dụng kháng sinh, tiêu chảy ra máu, phân có máu hoặc tiêu chảy kèm theo sốt) hoặc ở trẻ em."
e175ae9592d961b6492851369aa087cc,en,Children who are still vomiting after 24 hours require reevaluation.,Trẻ vẫn nôn sau 24 giờ cần đánh giá lại.
25e59f11addc5773370184243fb4f41a,en,"Although probiotics appear to briefly shorten the duration of diarrhea, there is insufficient evidence that they affect major clinical outcomes (eg, decrease the need for IV hydration and/or hospitalization) to support their routine use in the treatment or prevention of infectious diarrhea (1     Probiotics reference  Gastroenteritis is inflammation of the lining of the stomach and small and large intestines. Most cases are infectious, although gastroenteritis may occur after ingestion of drugs, medications...  read more     ).","Mặc dù lợi khuẩn dường như làm rút ngắn thời gian tiêu chảy nhưng không đủ bằng chứng cho thấy chúng ảnh hưởng đến các kết quả chính trên lâm sàng (như giảm nhu cầu bù dịch qua đường tĩnh mạch và/hoặc nằm viện) để có thể đưa vào sử dụng thường quy trong điều trị và dự phòng tiêu chảy do nhiễm khuẩn. (1     Tài liệu tham khảo về lợi khuẩn  Viêm dạ dày ruột là viêm lớp niêm mạc dạ dày, ruột non và đại tràng. Hầu hết các trường hợp là nhiễm trùng, mặc dù viêm dạ dày ruột có thể xảy ra sau khi uống thuốc, thuốc và chất độc hóa học...  đọc thêm     )."
76cdf9a5ed540e893cbcf60583de56fd,en,"1. Preidis GA, Weizman AV, Kashyap PC, Morgan RL: AGA technical review on the role of probiotics in the management of gastrointestinal disorders. Gastroenterology 159(2):708–738.e4, 2020. doi: 10.1053/j.gastro.2020.05.060","1. Preidis GA, Weizman AV, Kashyap PC, Morgan RL: AGA technical review on the role of probiotics in the management of gastrointestinal disorders. Gastroenterology 159(2):708–738.e4, 2020. doi: 10.1053/j.gastro.2020.05.060"
57234e2f28dcae926285fe0114cd660e,en,"Empiric antibiotics are generally not recommended except for certain cases of traveler’s diarrhea     Treatment  Traveler’s diarrhea is gastroenteritis that is usually caused by bacteria endemic to local water. Symptoms include vomiting and diarrhea. Diagnosis is mainly clinical. Treatment is with replacement...  read more      or when suspicion of Shigella or Campylobacter infection is high (eg, contact with a known case). (See also this expert panel's 2017 guidelines for the prevention and treatment of travelers' diarrhea.) Otherwise, antibiotics should not be given until stool culture results are known, particularly in children, who have a higher rate of infection with E. coli O157:H7 (antibiotics increase the risk of hemolytic-uremic syndrome     Hemolytic-Uremic Syndrome (HUS)  Hemolytic-uremic syndrome (HUS) is an acute, fulminant disorder characterized by thrombocytopenia, microangiopathic hemolytic anemia, and acute kidney injury. HUS usually occurs in children...  read more         in patients infected with E. coli O157:H7).","Điều trị kháng sinh theo kinh nghiệm thông thường không được khuyến cáo ngoại trừ một số trường hợp tiêu chảy của người du lịch     Điều trị  Tiêu chảy ở khách du lịch là viêm dạ dày ruột thường là do vi khuẩn đặc hữu với nước ở địa phương. Triệu chứng bao gồm nôn và tiêu chảy. Chẩn đoán chủ yếu dựa vào lâm sàng. Điều trị bằng bù...  đọc thêm      hoặc khi nghi ngờ nhiễm Shigella hoặc Campylobacter (ví dụ, tiếp xúc với một trường hợp đã biết). (Xem thêm hướng dẫn 2017 về phòng ngừa và điều trị bệnh tiêu chảy của khách du lịch của hội đồng chuyên gia này.) Mặt khác, không nên dùng kháng sinh cho đến khi biết kết quả cấy phân, đặc biệt là ở trẻ em, những đối tượng có tỷ lệ nhiễm E. coli O157:H7 cao hơn (kháng sinh làm tăng nguy cơ mắc hội chứng tán huyết-ure huyết     Hội chứng tan máu tăng ure máu (HUS)  Hội chứng tan máu tăng ure máu (HUS) là các rối loạn cấp tính, trầm trọng đặc trưng bởi giảm tiểu cầu, thiếu máu tán máu và tổn thương thận cấp. HUS thường xảy ra ở trẻ em sau khi bị nhiễm trùng...  đọc thêm         trên bệnh nhân nhiễm E. coli O157 :H7)."
563bb2851874ec727beb89ed29268b54,en,"In proven bacterial gastroenteritis, antibiotics are not always required. They do not help with Salmonella and may prolong the duration of shedding in the stool. Exceptions include patients with immunocompromise, neonates, and patients with Salmonella bacteremia. Antibiotics are also ineffective against toxic gastroenteritis (eg, S. aureus, B. cereus, C. perfringens). Indiscriminate use of antibiotics fosters the emergence of drug-resistant organisms, increases the risk of adverse effects, and increases the potential for C. difficile infection. However, certain infections do require antibiotics (see table ).","Trong viêm dạ dày ruột do vi khuẩn đã được xác định, kháng sinh không phải lúc nào cũng cần thiết. Các thuốc này không có tác dụng đối với Salmonella và có thể làm kéo dài thời gian thải phân. Các trường hợp ngoại lệ bao gồm bệnh nhân bị suy giảm miễn dịch, trẻ sơ sinh và bệnh nhân vãng khuẩn huyết Salmonella. Thuốc kháng sinh cũng không hiệu quả chống lại viêm dạ dày ruột do độc tố (ví dụ, S. aureus, B. cereus, C. perfringens). Việc sử dụng kháng sinh bừa bãi thúc đẩy sự xuất hiện của các sinh vật kháng thuốc, làm tăng nguy cơ bị tác dụng bất lợi và tăng khả năng nhiễm C. difficile. Tuy nhiên, một số bệnh nhiễm trùng cần dùng kháng sinh (xem bảng )."
646ae909cd048ed749330ed6483c0bd5,en,"Initial management of C. difficile colitis involves stopping the causative antibiotic if possible. The medication of choice to treat C. difficile colitis is oral vancomycin, which is superior to metronidazole. Unfortunately, recurrences occur in about 20% of patients receiving vancomycin. Fidaxomicin may have a slightly lower relapse rate than vancomycin or metronidazole. The Infectious Diseases Society of America (IDSA) and Society for Healthcare Epidemiology of America (SHEA) 2021 guidelines recommend fidaxomicin as preferred first-line therapy for new and recurrent cases of C. difficile infection (1     Antimicrobials references  Gastroenteritis is inflammation of the lining of the stomach and small and large intestines. Most cases are infectious, although gastroenteritis may occur after ingestion of drugs, medications...  read more     ).","Xử trí ban đầu viêm đại tràng do C. difficile liên quan đến việc ngừng kháng sinh gây bệnh nếu có thể. Thuốc được lựa chọn để điều trị viêm đại tràng do C. difficile là vancomycin đường uống, tốt hơn metronidazole. Thật không may, tái phát xảy ra ở khoảng 20% số bệnh nhân dùng vancomycin. Fidaxomicin có thể có tỷ lệ tái phát thấp hơn một chút so với vancomycin hoặc metronidazole. Hướng dẫn năm 2021 của Hiệp hội Bệnh truyền nhiễm Hoa Kỳ (IDSA) và Hiệp hội Dịch tễ học Y tế Hoa Kỳ (SHEA) khuyến nghị fidaxomicin là liệu pháp bước đầu ưu tiên cho các trường hợp nhiễm C. difficile mới và tái phát (1     Tài liệu tham khảo về thuốc kháng khuẩn  Viêm dạ dày ruột là viêm lớp niêm mạc dạ dày, ruột non và đại tràng. Hầu hết các trường hợp là nhiễm trùng, mặc dù viêm dạ dày ruột có thể xảy ra sau khi uống thuốc, thuốc và chất độc hóa học...  đọc thêm     )."
5cb5049a6525adb0513dca87e0813370,en,"Many centers are using fecal microbial transplantation for patients with multiple recurrences of C. difficile colitis. This treatment generally has been shown to be safe and effective, but there are still issues with quality control, particularly regarding infection transmission (see treatment of recurrences of C. difficile-induced diarrhea     Treatment of recurrences  Toxins produced by Clostridioides difficile strains in the gastrointestinal tract cause pseudomembranous colitis, typically after antibiotic use. Symptoms are diarrhea, sometimes bloody...  read more     ) (2     Antimicrobials references  Gastroenteritis is inflammation of the lining of the stomach and small and large intestines. Most cases are infectious, although gastroenteritis may occur after ingestion of drugs, medications...  read more     ). The newest fecal microbiota therapy can be given to patients with recurrent C. difficile infection (3     Antimicrobials references  Gastroenteritis is inflammation of the lining of the stomach and small and large intestines. Most cases are infectious, although gastroenteritis may occur after ingestion of drugs, medications...  read more     ).","Nhiều trung tâm đang sử dụng cấy ghép vi sinh trong phân cho những bệnh nhân tái phát nhiều lần viêm đại tràng do C. difficile. Phương pháp điều trị này nói chung đã được chứng minh là an toàn và hiệu quả, nhưng vẫn còn những vấn đề về kiểm soát chất lượng, đặc biệt là liên quan đến lây truyền nhiễm trùng (xem điều trị tái phát tiêu chảy do C. difficile gây ra     Điều trị tái phát  Độc tố được sản sinh bởi các chủng Clostridioides difficile trong đường tiêu hóa gây ra viêm đại tràng giả mạc, điển hình là sau khi sử dụng kháng sinh. Các triệu chứng là tiêu chảy,...  đọc thêm     ) (2     Tài liệu tham khảo về thuốc kháng khuẩn  Viêm dạ dày ruột là viêm lớp niêm mạc dạ dày, ruột non và đại tràng. Hầu hết các trường hợp là nhiễm trùng, mặc dù viêm dạ dày ruột có thể xảy ra sau khi uống thuốc, thuốc và chất độc hóa học...  đọc thêm     ). Liệu pháp hệ vi sinh vật vùng trong phân mới nhất có thể được áp dụng cho những bệnh nhân bị nhiễm C. difficile tái phát (3     Tài liệu tham khảo về thuốc kháng khuẩn  Viêm dạ dày ruột là viêm lớp niêm mạc dạ dày, ruột non và đại tràng. Hầu hết các trường hợp là nhiễm trùng, mặc dù viêm dạ dày ruột có thể xảy ra sau khi uống thuốc, thuốc và chất độc hóa học...  đọc thêm     )."
ffe3b7cf56f9c112c7f1ff2069906ecd,en,"For cryptosporidiosis, a course of nitazoxanide may be helpful in patients with immunocompromise. Giardiasis is treated with metronidazole or nitazoxanide.","Đối với bệnh do Cryptosporidium, một liệu trình nitazoxanide có thể hữu ích ở những bệnh nhân bị suy giảm miễn dịch. Nhiễm Giardia được điều trị bằng metronidazole hoặc nitazoxanide."
a525550dd1b4a21d8f925dfbef410905,en,"1. Johnson S, Lavergne V, Skinner AM, et al: Clinical Practice Guideline by the Infectious Diseases Society of America (IDSA) and Society for Healthcare Epidemiology of America (SHEA): 2021 Focused update guidelines on management of Clostridioides difficile infection in adults. Clin Infect Dis 73(5):e1029–e1044, 2021. doi: 10.1093/cid/ciab549","1. Johnson S, Lavergne V, Skinner AM, et al: Clinical Practice Guideline by the Infectious Diseases Society of America (IDSA) and Society for Healthcare Epidemiology of America (SHEA): 2021 Focused update guidelines on management of Clostridioides difficile infection in adults. Clin Infect Dis 73(5):e1029–e1044, 2021 doi: 10.1093/cid/ciab549"
